date,symbol,name,market,foreign_buy,foreign_sell,foreign_net_buy,investment_trust_buy,investment_trust_sell,investment_trust_net_buy,dealer_buy,dealer_sell,dealer_net_buy,institutional_net_buy,source
2026-03-05,00637L,元大滬深300正2,listed,14365000,1084000,13281000,0,0,0,19153811,10292013,8861798,22142798,TWSE
2026-03-05,00715L,期街口布蘭特正2,listed,14789000,7120000,7669000,0,0,0,21844744,10223407,11621337,19290337,TWSE
2026-03-05,00993A,主動安聯台灣,listed,4387000,1782000,2605000,0,0,0,21878116,6878379,14999737,17604737,TWSE
2026-03-05,00929,復華台灣科技優息,listed,5014300,6833043,-1818743,0,0,0,23686939,4699117,18987822,17169079,TWSE
2026-03-05,00680L,元大美債20正2,listed,0,0,0,0,0,0,22793500,6486997,16306503,16306503,TWSE
2026-03-05,2303,聯電,listed,48312942,30886186,17426756,1215000,1821583,-606583,1342507,3367949,-2025442,14794731,TWSE
2026-03-05,00940,元大台灣價值高息,listed,2430000,9272000,-6842000,0,0,0,32911629,12507879,20403750,13561750,TWSE
2026-03-05,00953B,群益優選非投等債,listed,14226000,219000,14007000,0,0,0,7454716,10982000,-3527284,10479716,TWSE
2026-03-05,00642U,期元大S&P石油,listed,8829485,3687000,5142485,0,0,0,22454700,19118888,3335812,8478297,TWSE
2026-03-05,6443,元晶,listed,28584590,20268422,8316168,0,0,0,936299,848070,88229,8404397,TWSE
2026-03-05,2353,宏碁,listed,15263000,7055000,8208000,94000,175000,-81000,280563,35100,245463,8372463,TWSE
2026-03-05,00882,中信中國高股息,listed,812000,0,812000,0,0,0,8290520,1847115,6443405,7255405,TWSE
2026-03-05,00688L,國泰20年美債正2,listed,499000,78000,421000,0,0,0,10094122,3352982,6741140,7162140,TWSE
2026-03-05,3231,緯創,listed,20693204,15217964,5475240,268000,31000,237000,810642,248648,561994,6274234,TWSE
2026-03-05,051812,台積電元大5A購04,listed,0,0,0,0,0,0,6593000,648000,5945000,5945000,TWSE
2026-03-05,2317,鴻海,listed,26897481,22964875,3932606,1445000,151534,1293466,1258412,915195,343217,5569289,TWSE
2026-03-05,2603,長榮,listed,18529455,13424084,5105371,371000,128448,242552,677357,976617,-299260,5048663,TWSE
2026-03-05,2412,中華電,listed,9886817,5706054,4180763,323000,9000,314000,182026,57000,125026,4619789,TWSE
2026-03-05,049215,T50正2中信59購02,listed,0,0,0,0,0,0,4443000,37000,4406000,4406000,TWSE
2026-03-05,00909,國泰數位支付服務,listed,4586617,136030,4450587,0,0,0,1617050,1749000,-131950,4318637,TWSE
2026-03-05,00991A,主動復華未來50,listed,12028900,10892000,1136900,0,2500000,-2500000,26755960,21150041,5605919,4242819,TWSE
2026-03-05,1605,華新,listed,19212875,13886007,5326868,19000,1153000,-1134000,1257354,1217811,39543,4232411,TWSE
2026-03-05,3702,大聯大,listed,5785000,3674000,2111000,2485000,300000,2185000,233885,340000,-106115,4189885,TWSE
2026-03-05,00885,富邦越南,listed,5112400,1208100,3904300,0,0,0,2422304,2304572,117732,4022032,TWSE
