date,time,symbol,name,market,title,category,summary,url,source
2026-07-28,05:58,4763,材料*-KY,,代重要子公司濟南大自然新材料有限公司公告對單一企業資金貸 與餘額達公開發行公司最近期財務報表淨值百分之十以上,其他,,,MOPSOV:t05st01
2026-07-28,06:18,7829,思捷優達-KY,,本公司代子公司思捷優達股份有限公司公告 開發中新藥YA-101用於多重系統退化症之第二期 臨床試驗收案完成,其他,,,MOPSOV:t05st01
2026-07-28,07:00,1721,三晃,,公告本公司名稱由「三晃股份有限公司」更名為 「國慶科技股份有限公司」 ，公告期間：115年07月01日至115年9月30日。,其他,,,MOPSOV:t05st01
2026-07-28,07:00,3708,上緯投控,,公告本公司名稱由「上緯國際投資控股股份有限公司」更名為 「上緯國際控股股份有限公司」，公告期間：115年6月11日至 115年9月10日。,其他,,,MOPSOV:t05st01
2026-07-28,07:00,4530,天意能創,,公告本公司名稱由「宏易創新國際股份有限公司」 更名為「天意能創股份有限公司」， 公告期間：115年7月09日至115年10月08日。,其他,,,MOPSOV:t05st01
2026-07-28,07:00,8472,納維康,,公告本公司名稱由「夠麻吉股份有限公司」更名為 「納維康生技股份有限公司」，公告期間：115年6月29日 至115年9月28日,其他,,,MOPSOV:t05st01
2026-07-28,07:00,4747,強生製藥,,公告本公司股票面額由「新台幣10元」變更為「新台幣5元」 公告期間：115年7月22日至115年10月21日,其他,,,MOPSOV:t05st01
2026-07-28,07:00,4953,緯致,,公告本公司名稱由「緯創軟體股份有限公司」 更名為「緯致科技股份有限公司」， 公告期間：115年6月2日至115年9月1日。,其他,,,MOPSOV:t05st01
2026-07-28,07:00,5904,寶雅,,公告本公司股票面額變更由「新台幣10元」變更為「新台幣1元」 公告期間：115年7月2日至115年10月1日,其他,,,MOPSOV:t05st01
2026-07-28,07:42,9912,偉聯,,115年第2季財務報告董事會預計召開日期為115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,08:22,6693,廣閎科,,公告115年第二季財務報告董事會預計召開日期為115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,08:32,1446,宏和,,公告本公司115年第二季財務報告董事會預計召開日期為 115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,08:37,6997,博弘,,公告本公司115年度第2季合併財務報告董事會預計召開日期為 115年08月04日,董事會,,,MOPSOV:t05st01
2026-07-28,08:37,4562,穎漢,,公告本公司115年第二季財務報告董事會預計召開日期 為115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,08:53,8354,冠好,,公告115年第2季財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,09:35,9971,立大開發,,公告本公司114年度股東會年報修正事宜,其他,,,MOPSOV:t05st01
2026-07-28,09:48,3178,公準,,115年第二季財務報告董事會預計召開日期為115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,10:04,9962,有益,,本公司115年第2季財務資訊預計提報董事會日期,董事會,,,MOPSOV:t05st01
2026-07-28,10:17,2109,華豐,,代重要子公司華豐橡膠(蘇州)有限公司公告新增資金貸與華 豐橡膠(中國)有限公司金額達新台幣一千萬元以上且達本公 司最近期財報淨值2%以上。,財報,,,MOPSOV:t05st01
2026-07-28,10:22,3064,泰偉,,公告本公司115年第二季財務報告董事會預計召開日期 115年8月4日,董事會,,,MOPSOV:t05st01
2026-07-28,10:24,5228,鈺鎧,,公告本公司115年第二季財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,10:40,3530,晶相光,,公告本公司115年第二季合併財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,10:49,8455,大拓-KY,,公告115年第二季財務報告董事會預計召開日期為115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,10:50,7926,中華立鼎,,公告115年第2季合併財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,10:51,8455,大拓-KY,,代重要子公司日本大拓公告會計主管異動,其他,,,MOPSOV:t05st01
2026-07-28,10:52,6226,光鼎,,澄清媒體報導,其他,,,MOPSOV:t05st01
2026-07-28,10:53,5210,寶碩,,公告本公司115年第二次股東常會重要決議事項,其他,,,MOPSOV:t05st01
2026-07-28,10:57,6103,合邦,,公告115年第二季財務報告董事會預計召開日期 為115年8月6日,董事會,,,MOPSOV:t05st01
2026-07-28,10:57,5601,台聯櫃,,公告本公司115年第2季財務報告董事會召開日期為115年08月05日,董事會,,,MOPSOV:t05st01
2026-07-28,11:04,7789,開展,,代子公司展盈餐飲股份有限公司公告取得使用權資產,其他,,,MOPSOV:t05st01
2026-07-28,11:04,6903,巨漢,,公告本公司國內第一次無擔保轉換公司債收足債款,其他,,,MOPSOV:t05st01
2026-07-28,11:10,2712,遠雄來,,公告115年第二季財務報告董事會預計召開日期為115年08月05日,董事會,,,MOPSOV:t05st01
2026-07-28,11:38,4706,大恭,,公告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,13:30,8917,欣泰,,公告本公司115年第二季財務報告董事會 預計召開日期為115年8月11日,董事會,,,MOPSOV:t05st01
2026-07-28,13:31,3583,辛耘,,公告本公司115年第二季財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,13:32,1413,宏洲,,公告115年第二季財務報告董事會預計召開日期115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,13:32,8039,台虹,,代重要子公司如東富展科技有限公司公告董事會 決議不發放股利,股利,,,MOPSOV:t05st01
2026-07-28,13:33,3092,鴻碩,,公告更正本公司115年度股東會議事錄部份內容,其他,,,MOPSOV:t05st01
2026-07-28,13:34,5536,聖暉*,,公告本公司國內第三次無擔保轉換公司債完成訂價,其他,,,MOPSOV:t05st01
2026-07-28,13:37,2328,廣宇,,本公司受邀參加群益金鼎證券所舉辦之法人說明會，說明本公司營運概況。,其他,,,MOPSOV:t05st01
2026-07-28,13:38,8291,尚茂,,公告本公司115年第2季財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,13:40,8131,福懋科,,公告115年第2季財務報告董事會預計召開日期為115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,13:41,1590,亞德客-KY,,公告本公司2026年第二季及上半年度自結合併財務報表,其他,,,MOPSOV:t05st01
2026-07-28,13:45,2399,映泰,,公告本公司115年第2季財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,13:47,2630,亞航,,公告本公司115年第二季財務報告董事會預計召開 日期為115年08月06日,董事會,,,MOPSOV:t05st01
2026-07-28,13:49,2114,鑫永銓,,公告115年第2季財務報告董事會預計召開日期為115/8/6,董事會,,,MOPSOV:t05st01
2026-07-28,13:50,8042,金山電,,"代重要子公司CHINSAN (CAYMAN) ENTERPRISE CO., LTD. 公告董事會決議辦理減資事宜",董事會,,,MOPSOV:t05st01
2026-07-28,13:51,7834,來毅數位,,公告本公司董事會決議召開115年第一次股東臨時會相關事宜,董事會,,,MOPSOV:t05st01
2026-07-28,13:51,4142,國光生,,公告本公司115年第2季財務報告提報董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,13:54,6023,元大期貨,,元大期貨公告115年度現金增資發行新股認股基準日 及其他相關事宜,增資,,,MOPSOV:t05st01
2026-07-28,13:56,4205,中華食,,公告本公司115年第二季財務報告董事會召開日期為115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,13:57,1521,大億,,公告本公司115年度第二季財務報告董事會 預計召開日期為 115年8月5日,董事會,,,MOPSOV:t05st01
2026-07-28,13:58,5706,鳳凰,,公告本公司115年第二季合併 財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,14:00,4105,東洋,,公告本公司115年第二季財務報告董事會預計召開日期為 115年08月05日,董事會,,,MOPSOV:t05st01
2026-07-28,14:00,3014,聯陽,,本公司115年第2季財務資訊預計提報董事會之日期,董事會,,,MOPSOV:t05st01
2026-07-28,14:00,5206,坤悅,,公告本公司提報115年度第二季財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-07-28,14:00,2596,綠意,,公告決議民國115年度第2季合併財務報告 之董事會預計召開日期為115年08月05日,董事會,,,MOPSOV:t05st01
2026-07-28,14:00,9958,世紀鋼,,公告本公司現金增資發行新股認股基準日暨國內第七次 無擔保轉換公司債及國內第八次無擔保轉換公司債停止 轉換相關事宜。,增資,,,MOPSOV:t05st01
2026-07-28,14:01,1731,美吾華,,公告本公司115年第二季財務報告董事會預計召開日期為 115年8月5日,董事會,,,MOPSOV:t05st01
