date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source,security_type,is_common_stock,is_etf,is_warrant,is_bond_etf,is_leveraged_inverse,is_etn,is_preferred_stock,is_dr,scan_eligible,exclude_reason
2026-09-24,00400A,主動國泰動能高息,listed,15.55,15.66,15.47,15.66,0.09,0.578,22871974,356726371,5535,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00401A,主動摩根台灣鑫收,listed,14.28,14.32,14.24,14.28,-0.04,-0.2793,6473480,92406423,1163,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00402A,主動安聯美國科技,listed,10.02,10.06,10.02,10.03,-0.05,-0.496,9443820,94855954,1036,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00403A,主動統一升級50,listed,10.74,10.89,10.74,10.88,0.07,0.6475,285018846,3089243229,40047,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00404A,主動聯博動能50,listed,9.84,9.87,9.8,9.86,-0.02,-0.2024,5943021,58500278,1611,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00405A,主動富邦台灣龍耀,listed,9.35,9.4,9.29,9.39,0.03,0.3205,71028949,664459043,7726,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00406A,主動中信台灣收益,listed,9.89,10.0,9.85,10.0,0.08,0.8065,234727738,2334657668,32429,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00407A,主動凱基台灣,listed,10.07,10.17,10.05,10.16,0.04,0.3953,52283944,529462314,5481,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00408A,主動第一金優股息,listed,10.49,10.55,10.43,10.55,0.04,0.3806,1467653,15411228,184,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00409A,主動復華全球50,listed,10.1,10.16,10.09,10.15,0.01,0.0986,29277390,296851852,2361,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00410A,主動永豐科技趨勢,listed,12.34,12.4,12.21,12.4,0.06,0.4862,2646396,32645270,614,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,0050,元大台灣50,listed,112.0,112.45,111.75,112.4,-0.05,-0.0445,70487939,7897568283,77277,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf
2026-09-24,0051,元大中型100,listed,147.0,148.15,145.7,148.15,1.15,0.7823,61682,9065687,347,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf
2026-09-24,0052,富邦科技,listed,65.1,65.45,64.9,65.4,-0.05,-0.0764,10067500,656638573,9502,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf
2026-09-24,0053,元大電子,listed,252.8,253.3,251.85,253.3,0.3,0.1186,148520,37522459,988,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf
2026-09-24,0055,元大MSCI金融,listed,49.86,49.86,49.4,49.54,-0.34,-0.6816,608620,30169166,3853,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf
2026-09-24,0056,元大高股息,listed,56.35,56.65,56.0,56.65,0.05,0.0883,23158669,1303692237,26617,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf
2026-09-24,0057,富邦摩台,listed,333.4,334.3,332.4,333.5,-1.7,-0.5072,33417,11136823,368,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf
2026-09-24,0061,元大寶滬深,listed,24.0,24.1,23.86,24.1,-0.02,-0.0829,93351,2234459,126,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf
2026-09-24,006203,元大MSCI台灣,listed,203.8,203.8,203.2,203.2,-0.25,-0.1229,6855,1390351,177,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,006204,永豐臺灣加權,listed,239.25,239.25,238.45,238.45,-1.1,-0.4592,22313,5320108,107,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,006205,富邦上証,listed,40.23,40.35,39.82,39.82,-0.35,-0.8713,161238,6446883,273,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,006206,元大上證50,listed,37.64,37.64,37.21,37.21,-0.44,-1.1687,9192,343241,91,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,006207,復華滬深,listed,31.76,31.78,31.7,31.7,-0.34,-1.0612,148187,4701596,121,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,006208,富邦台50,listed,256.5,256.85,255.55,256.85,-0.15,-0.0584,978191,250738327,6121,TWSE,etf,false,true,false,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit
2026-09-24,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE,etf,false,true,true,false,false,false,false,false,false,security_type=etf;symbol_not_4_digit;invalid_close;invalid_volume;invalid_turnover
2026-09-24,00631L,元大台灣50正2,listed,38.62,38.97,38.5,38.87,-0.12,-0.3078,99591291,3857950145,35564,TWSE,leveraged_inverse,false,true,true,false,true,false,false,false,false,security_type=leveraged_inverse;symbol_not_4_digit
2026-09-24,00632R,元大台灣50反1,listed,9.57,9.57,9.48,9.49,0.0,0.0,65314473,621620672,6524,TWSE,leveraged_inverse,false,true,true,false,true,false,false,false,false,security_type=leveraged_inverse;symbol_not_4_digit
2026-09-24,00633L,富邦上証正2,listed,47.52,47.52,46.41,46.44,-1.23,-2.5802,2531667,118772883,877,TWSE,leveraged_inverse,false,true,true,false,true,false,false,false,false,security_type=leveraged_inverse;symbol_not_4_digit
2026-09-24,00634R,富邦上証反1,listed,3.15,3.18,3.15,3.18,0.03,0.9524,38598,122408,13,TWSE,leveraged_inverse,false,true,true,false,true,false,false,false,false,security_type=leveraged_inverse;symbol_not_4_digit
