date,symbol,name,market,foreign_buy,foreign_sell,foreign_net_buy,investment_trust_buy,investment_trust_sell,investment_trust_net_buy,dealer_buy,dealer_sell,dealer_net_buy,institutional_net_buy,source
2026-06-09,006201,元大富櫃50,otc,12000,10000,2000,100000,0,100000,240740,336959,-96219,5781,TPEx
2026-06-09,00679B,元大美債20年,otc,4836266,42394072,-37557806,0,0,0,48092000,1951599,46140401,8582595,TPEx
2026-06-09,00687B,國泰20年美債,otc,1875000,22879000,-21004000,0,0,0,36082086,1467779,34614307,13610307,TPEx
2026-06-09,00687C,國泰20年美債+櫃U,otc,0,0,0,0,0,0,25000,25000,0,0,TPEx
2026-06-09,00694B,富邦美債1-3,otc,1000,0,1000,0,0,0,422154,397000,25154,26154,TPEx
2026-06-09,00695B,富邦美債7-10,otc,0,0,0,0,0,0,91006,98139,-7133,-7133,TPEx
2026-06-09,00696B,富邦美債20年,otc,1000,1149000,-1148000,0,0,0,2908063,1836037,1072026,-75974,TPEx
2026-06-09,00697B,元大美債7-10,otc,2000,11000,-9000,0,0,0,46000,73557,-27557,-36557,TPEx
2026-06-09,00719B,元大美債1-3,otc,114000,1531000,-1417000,0,0,0,1295000,221697,1073303,-343697,TPEx
2026-06-09,00720B,元大投資級公司債,otc,112000,6704000,-6592000,0,0,0,8131089,179161,7951928,1359928,TPEx
2026-06-09,00722B,群益投資級電信債,otc,72000,549000,-477000,0,0,0,2714501,2157234,557267,80267,TPEx
2026-06-09,00723B,群益投資級科技債,otc,0,198000,-198000,0,0,0,300112,103162,196950,-1050,TPEx
2026-06-09,00724B,群益投資級金融債,otc,418000,856000,-438000,0,0,0,4161267,3430809,730458,292458,TPEx
2026-06-09,00725B,國泰投資級公司債,otc,231000,1565000,-1334000,0,0,0,2100176,71985,2028191,694191,TPEx
2026-06-09,00726B,國泰新興投等債,otc,0,41000,-41000,0,0,0,346526,270753,75773,34773,TPEx
2026-06-09,00727B,國泰優選非投等債,otc,0,0,0,0,0,0,104307,107910,-3603,-3603,TPEx
2026-06-09,00740B,富邦全球投等債,otc,61000,17302,43698,0,0,0,950000,1613290,-663290,-619592,TPEx
2026-06-09,00741B,富邦全球非投等債,otc,0,0,0,0,0,0,100000,107000,-7000,-7000,TPEx
2026-06-09,00746B,富邦A級公司債,otc,0,568000,-568000,0,0,0,660090,51000,609090,41090,TPEx
2026-06-09,00749B,凱基新興債10+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-09,00750B,凱基科技債10+,otc,0,32000,-32000,0,0,0,132000,100000,32000,0,TPEx
2026-06-09,00751B,元大AAA至A公司債,otc,227000,5806000,-5579000,0,0,0,5250000,179777,5070223,-508777,TPEx
2026-06-09,00754B,群益AAA-AA公司債,otc,0,68000,-68000,0,0,0,169000,100000,69000,1000,TPEx
2026-06-09,00755B,群益投資級公用債,otc,0,102000,-102000,0,0,0,207047,100013,107034,5034,TPEx
2026-06-09,00756B,群益投等新興公債,otc,0,2000,-2000,0,0,0,160000,100000,60000,58000,TPEx
2026-06-09,00758B,復華能源債,otc,0,1000,-1000,0,0,0,1000,50,950,-50,TPEx
2026-06-09,00759B,復華製藥債,otc,0,8000,-8000,0,0,0,8202,50,8152,152,TPEx
2026-06-09,00760B,復華新興企業債,otc,1000,4000,-3000,0,0,0,999,1438,-439,-3439,TPEx
2026-06-09,00761B,國泰A級公司債,otc,6000,1278000,-1272000,0,0,0,1518041,308178,1209863,-62137,TPEx
2026-06-09,00764B,群益25年美債,otc,19000,990000,-971000,0,0,0,4540215,3319313,1220902,249902,TPEx
2026-06-09,00768B,復華20年美債,otc,0,391000,-391000,0,0,0,442000,20326,421674,30674,TPEx
2026-06-09,00772B,中信高評級公司債,otc,169000,701000,-532000,0,0,0,1325000,497666,827334,295334,TPEx
2026-06-09,00773B,中信優先金融債,otc,15000,1587000,-1572000,0,0,0,2160000,493070,1666930,94930,TPEx
2026-06-09,00777B,凱基AAA至A公司債,otc,0,71000,-71000,0,0,0,135000,100000,35000,-36000,TPEx
2026-06-09,00778B,凱基金融債20+,otc,0,55000,-55000,0,0,0,155000,100000,55000,0,TPEx
2026-06-09,00779B,凱基美債25+,otc,0,52000,-52000,0,0,0,379000,300000,79000,27000,TPEx
2026-06-09,00780B,國泰A級金融債,otc,0,125000,-125000,0,0,0,274000,158000,116000,-9000,TPEx
2026-06-09,00781B,國泰A級科技債,otc,0,23000,-23000,0,0,0,101000,108300,-7300,-30300,TPEx
2026-06-09,00782B,國泰A級公用債,otc,0,0,0,0,0,0,108000,119000,-11000,-11000,TPEx
2026-06-09,00785B,富邦金融投等債,otc,0,23000,-23000,0,0,0,71000,50028,20972,-2028,TPEx
2026-06-09,00786B,元大10年IG銀行債,otc,0,0,0,0,0,0,18001,0,18001,18001,TPEx
2026-06-09,00787B,元大10年IG醫療債,otc,7000,4000,3000,0,0,0,1005,1084,-79,2921,TPEx
2026-06-09,00788B,元大10年IG電能債,otc,1000,157000,-156000,0,0,0,183000,50,182950,26950,TPEx
2026-06-09,00789B,復華公司債A3,otc,0,2000,-2000,0,0,0,101000,100008,992,-1008,TPEx
2026-06-09,00791B,復華信用債1-5,otc,0,1000,-1000,0,0,0,101999,100999,1000,0,TPEx
2026-06-09,00792B,群益A級公司債,otc,0,86000,-86000,0,0,0,196091,100000,96091,10091,TPEx
2026-06-09,00793B,群益AAA-A醫療債,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-09,00795B,中信美國公債20年,otc,1097000,1723000,-626000,0,0,0,4050568,925758,3124810,2498810,TPEx
2026-06-09,00799B,國泰A級醫療債,otc,1000,0,1000,0,0,0,109098,107644,1454,2454,TPEx
2026-06-09,00834B,第一金金融債10+,otc,0,0,0,0,0,0,111000,100000,11000,11000,TPEx
2026-06-09,00836B,永豐10年A公司債,otc,0,21000,-21000,0,0,0,26000,5,25995,4995,TPEx
2026-06-09,00840B,凱基IG精選15+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-09,00841B,凱基AAA-AA公司債,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-09,00842B,台新美元銀行債,otc,0,0,0,0,0,0,90000,77125,12875,12875,TPEx
2026-06-09,00844B,新光15年IG金融債,otc,0,0,0,0,0,0,80000,80000,0,0,TPEx
2026-06-09,00845B,富邦新興投等債,otc,0,2000,-2000,0,0,0,101000,100000,1000,-1000,TPEx
2026-06-09,00846B,富邦歐洲銀行債,otc,0,1000,-1000,0,0,0,100084,101050,-966,-1966,TPEx
2026-06-09,00847B,中信美國市政債,otc,0,0,0,0,0,0,200000,210000,-10000,-10000,TPEx
2026-06-09,00848B,中信新興亞洲債,otc,0,0,0,0,0,0,200000,202010,-2010,-2010,TPEx
2026-06-09,00849B,中信EM主權債0-5,otc,0,7000,-7000,0,0,0,203515,200891,2624,-4376,TPEx
2026-06-09,00853B,統一美債10年Aa-A,otc,0,0,0,0,0,0,1514330,1501179,13151,13151,TPEx
2026-06-09,00856B,永豐1-3年美公債,otc,0,0,0,0,0,0,0,1000,-1000,-1000,TPEx
2026-06-09,00857B,永豐20年美公債,otc,239000,44000,195000,0,0,0,1273000,691389,581611,776611,TPEx
2026-06-09,00858,永豐美國500大,otc,56000,1000,55000,0,0,0,154000,36612,117388,172388,TPEx
2026-06-09,00859B,群益0-1年美債,otc,30000,556000,-526000,0,0,0,2824000,3055032,-231032,-757032,TPEx
2026-06-09,00860B,群益1-5Y投資級債,otc,0,0,0,0,0,0,103200,133000,-29800,-29800,TPEx
2026-06-09,00862B,中信投資級公司債,otc,0,245000,-245000,0,0,0,430028,205000,225028,-19972,TPEx
2026-06-09,00863B,中信全球電信債,otc,0,76000,-76000,0,0,0,287000,212005,74995,-1005,TPEx
2026-06-09,00864B,中信美國公債0-1,otc,0,783000,-783000,0,0,0,873000,618000,255000,-528000,TPEx
2026-06-09,00867B,新光A-BBB電信債,otc,0,60000,-60000,0,0,0,59000,56,58944,-1056,TPEx
2026-06-09,00870B,元大15年EM主權債,otc,0,21000,-21000,0,0,0,47000,0,47000,26000,TPEx
2026-06-09,00877,復華中國5G,otc,301000,475000,-174000,0,0,0,1332785,1411933,-79148,-253148,TPEx
2026-06-09,00884B,中信低碳新興債,otc,0,0,0,0,0,0,231592,233348,-1756,-1756,TPEx
