date,symbol,name,market,foreign_buy,foreign_sell,foreign_net_buy,investment_trust_buy,investment_trust_sell,investment_trust_net_buy,dealer_buy,dealer_sell,dealer_net_buy,institutional_net_buy,source
2026-06-18,006201,元大富櫃50,otc,10000,1942,8058,0,0,0,123672,40798,82874,90932,TPEx
2026-06-18,00679B,元大美債20年,otc,25216420,43222,25173198,150000,0,150000,11448589,6187000,5261589,30584787,TPEx
2026-06-18,00687B,國泰20年美債,otc,16724000,282000,16442000,150000,0,150000,8392558,1846000,6546558,23138558,TPEx
2026-06-18,00687C,國泰20年美債+櫃U,otc,0,0,0,0,0,0,27000,25000,2000,2000,TPEx
2026-06-18,00694B,富邦美債1-3,otc,371000,10000,361000,0,0,0,50000,373905,-323905,37095,TPEx
2026-06-18,00695B,富邦美債7-10,otc,283000,0,283000,0,0,0,49000,323473,-274473,8527,TPEx
2026-06-18,00696B,富邦美債20年,otc,2444000,0,2444000,0,0,0,902279,2851000,-1948721,495279,TPEx
2026-06-18,00697B,元大美債7-10,otc,0,0,0,0,0,0,67000,259064,-192064,-192064,TPEx
2026-06-18,00719B,元大美債1-3,otc,738000,36000,702000,0,0,0,22000,2049399,-2027399,-1325399,TPEx
2026-06-18,00720B,元大投資級公司債,otc,1297000,41000,1256000,0,0,0,4399800,113000,4286800,5542800,TPEx
2026-06-18,00722B,群益投資級電信債,otc,544000,10000,534000,0,0,0,3748609,3736132,12477,546477,TPEx
2026-06-18,00723B,群益投資級科技債,otc,101000,0,101000,0,0,0,102000,190767,-88767,12233,TPEx
2026-06-18,00724B,群益投資級金融債,otc,280000,9000,271000,0,0,0,2348069,2391353,-43284,227716,TPEx
2026-06-18,00725B,國泰投資級公司債,otc,1865000,131000,1734000,0,0,0,2445813,326087,2119726,3853726,TPEx
2026-06-18,00726B,國泰新興投等債,otc,70000,0,70000,0,0,0,170445,100349,70096,140096,TPEx
2026-06-18,00727B,國泰優選非投等債,otc,0,2000,-2000,0,0,0,132388,500924,-368536,-370536,TPEx
2026-06-18,00734B,台新JPM新興債,otc,25000,0,25000,0,0,0,20,20004,-19984,5016,TPEx
2026-06-18,00740B,富邦全球投等債,otc,1742000,0,1742000,0,0,0,2041377,3427217,-1385840,356160,TPEx
2026-06-18,00741B,富邦全球非投等債,otc,0,1000,-1000,0,0,0,100000,100063,-63,-1063,TPEx
2026-06-18,00746B,富邦A級公司債,otc,333000,0,333000,0,0,0,854040,1179000,-324960,8040,TPEx
2026-06-18,00749B,凱基新興債10+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-18,00750B,凱基科技債10+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-18,00751B,元大AAA至A公司債,otc,3278000,192000,3086000,0,0,0,3284088,361000,2923088,6009088,TPEx
2026-06-18,00754B,群益AAA-AA公司債,otc,4000,0,4000,0,0,0,100000,100000,0,4000,TPEx
2026-06-18,00755B,群益投資級公用債,otc,67000,0,67000,0,0,0,107467,155244,-47777,19223,TPEx
2026-06-18,00756B,群益投等新興公債,otc,36000,0,36000,0,0,0,238218,169000,69218,105218,TPEx
2026-06-18,00758B,復華能源債,otc,0,0,0,0,0,0,100000,100001,-1,-1,TPEx
2026-06-18,00759B,復華製藥債,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-18,00760B,復華新興企業債,otc,4000,98000,-94000,0,0,0,197895,292740,-94845,-188845,TPEx
2026-06-18,00761B,國泰A級公司債,otc,568000,0,568000,0,0,0,143242,693000,-549758,18242,TPEx
2026-06-18,00764B,群益25年美債,otc,2999000,1000,2998000,0,0,0,1851590,1840414,11176,3009176,TPEx
2026-06-18,00768B,復華20年美債,otc,679000,0,679000,0,0,0,315857,698699,-382842,296158,TPEx
2026-06-18,00772B,中信高評級公司債,otc,2797000,5000,2792000,0,0,0,640927,1251540,-610613,2181387,TPEx
2026-06-18,00773B,中信優先金融債,otc,306000,20000,286000,0,0,0,520183,505069,15114,301114,TPEx
2026-06-18,00777B,凱基AAA至A公司債,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-18,00778B,凱基金融債20+,otc,12000,0,12000,0,0,0,100000,100000,0,12000,TPEx
2026-06-18,00779B,凱基美債25+,otc,40000,0,40000,0,0,0,330000,330000,0,40000,TPEx
2026-06-18,00780B,國泰A級金融債,otc,4000,15000,-11000,0,0,0,109074,102980,6094,-4906,TPEx
2026-06-18,00781B,國泰A級科技債,otc,0,0,0,0,0,0,167000,123000,44000,44000,TPEx
2026-06-18,00782B,國泰A級公用債,otc,67000,0,67000,0,0,0,103000,160000,-57000,10000,TPEx
2026-06-18,00785B,富邦金融投等債,otc,70000,0,70000,0,0,0,50107,120000,-69893,107,TPEx
2026-06-18,00786B,元大10年IG銀行債,otc,0,1000,-1000,0,0,0,41114,500,40614,39614,TPEx
2026-06-18,00787B,元大10年IG醫療債,otc,5000,0,5000,0,0,0,3999,1007,2992,7992,TPEx
2026-06-18,00788B,元大10年IG電能債,otc,92000,0,92000,0,0,0,60301,21000,39301,131301,TPEx
2026-06-18,00789B,復華公司債A3,otc,13000,0,13000,0,0,0,101088,100999,89,13089,TPEx
2026-06-18,00791B,復華信用債1-5,otc,0,0,0,0,0,0,101999,101999,0,0,TPEx
2026-06-18,00792B,群益A級公司債,otc,92000,0,92000,0,0,0,140000,140040,-40,91960,TPEx
2026-06-18,00793B,群益AAA-A醫療債,otc,0,0,0,0,0,0,152000,100000,52000,52000,TPEx
2026-06-18,00795B,中信美國公債20年,otc,4941000,14000,4927000,50000,0,50000,2842450,435000,2407450,7384450,TPEx
2026-06-18,00799B,國泰A級醫療債,otc,1000,2000,-1000,0,0,0,347000,140000,207000,206000,TPEx
2026-06-18,00834B,第一金金融債10+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-18,00836B,永豐10年A公司債,otc,13000,0,13000,0,0,0,53,2079,-2026,10974,TPEx
2026-06-18,00840B,凱基IG精選15+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-06-18,00841B,凱基AAA-AA公司債,otc,0,0,0,0,0,0,130000,130000,0,0,TPEx
2026-06-18,00842B,台新美元銀行債,otc,46000,1000,45000,0,0,0,25000,50000,-25000,20000,TPEx
2026-06-18,00844B,新光15年IG金融債,otc,8000,0,8000,0,0,0,0,0,0,8000,TPEx
2026-06-18,00845B,富邦新興投等債,otc,9000,0,9000,0,0,0,112000,122000,-10000,-1000,TPEx
2026-06-18,00846B,富邦歐洲銀行債,otc,0,5000,-5000,0,0,0,100000,100104,-104,-5104,TPEx
2026-06-18,00847B,中信美國市政債,otc,20000,0,20000,0,0,0,525000,520000,5000,25000,TPEx
2026-06-18,00848B,中信新興亞洲債,otc,0,0,0,0,0,0,500000,500000,0,0,TPEx
2026-06-18,00849B,中信EM主權債0-5,otc,0,0,0,0,0,0,203948,202000,1948,1948,TPEx
2026-06-18,00853B,統一美債10年Aa-A,otc,112000,5000,107000,0,0,0,1015013,1075000,-59987,47013,TPEx
2026-06-18,00856B,永豐1-3年美公債,otc,0,0,0,0,0,0,1000,1000,0,0,TPEx
2026-06-18,00857B,永豐20年美公債,otc,1812000,0,1812000,0,0,0,1193558,1043000,150558,1962558,TPEx
2026-06-18,00858,永豐美國500大,otc,0,8000,-8000,0,0,0,39000,634499,-595499,-603499,TPEx
2026-06-18,00859B,群益0-1年美債,otc,112000,66000,46000,0,0,0,2434237,2671623,-237386,-191386,TPEx
2026-06-18,00860B,群益1-5Y投資級債,otc,0,0,0,0,0,0,100000,101060,-1060,-1060,TPEx
2026-06-18,00862B,中信投資級公司債,otc,345000,0,345000,0,0,0,400040,702045,-302005,42995,TPEx
2026-06-18,00863B,中信全球電信債,otc,134000,0,134000,0,0,0,500000,606000,-106000,28000,TPEx
2026-06-18,00864B,中信美國公債0-1,otc,315000,139000,176000,0,0,0,553380,954422,-401042,-225042,TPEx
2026-06-18,00867B,新光A-BBB電信債,otc,15000,0,15000,0,0,0,180000,194044,-14044,956,TPEx
2026-06-18,00870B,元大15年EM主權債,otc,0,47000,-47000,0,0,0,53000,0,53000,6000,TPEx
2026-06-18,00877,復華中國5G,otc,520000,868000,-348000,0,0,0,1543754,1812440,-268686,-616686,TPEx
2026-06-18,00884B,中信低碳新興債,otc,0,0,0,0,0,0,527880,522810,5070,5070,TPEx
2026-06-18,00886,永豐美國科技,otc,0,0,0,0,0,0,0,49,-49,-49,TPEx
2026-06-18,00887,永豐中國科技50大,otc,2336000,2196500,139500,0,0,0,2731162,3170407,-439245,-299745,TPEx
2026-06-18,00888,永豐台灣ESG,otc,500000,251000,249000,0,0,0,2008197,1382572,625625,874625,TPEx
2026-06-18,00890B,凱基ESG BBB債15+,otc,20000,0,20000,0,0,0,304000,322000,-18000,2000,TPEx
2026-06-18,00928,中信上櫃ESG 30,otc,72000,29000,43000,0,0,0,390010,413036,-23026,19974,TPEx
2026-06-18,00931B,統一美債20年,otc,5156000,1000,5155000,0,0,0,1843573,2252000,-408427,4746573,TPEx
2026-06-18,00933B,國泰10Y+金融債,otc,5589000,73000,5516000,0,0,0,2257824,1141000,1116824,6632824,TPEx
2026-06-18,00937B,群益ESG投等債20+,otc,27988000,28000,27960000,0,0,0,28092953,3504200,24588753,52548753,TPEx
2026-06-18,00942B,台新美A公司債20+,otc,1096000,0,1096000,0,0,0,1066973,739227,327746,1423746,TPEx
2026-06-18,00948B,中信優息投資級債,otc,6047000,7000,6040000,0,0,0,1356630,2636000,-1279370,4760630,TPEx
2026-06-18,00950B,凱基A級公司債,otc,2914000,0,2914000,0,0,0,1669854,1098465,571389,3485389,TPEx
2026-06-18,00955,中信日本商社,otc,148600,212000,-63400,0,0,0,1397000,1637180,-240180,-303580,TPEx
2026-06-18,00957B,兆豐US優選投等債,otc,0,0,0,0,0,0,1566576,280228,1286348,1286348,TPEx
2026-06-18,00958B,永豐ESG銀行債15+,otc,225000,6000,219000,0,0,0,243000,188018,54982,273982,TPEx
2026-06-18,00959B,大華投等美債15Y+,otc,20000,153000,-133000,0,0,0,1903166,269000,1634166,1501166,TPEx
2026-06-18,00966B,統一ESG投等債15+,otc,159000,0,159000,0,0,0,1200397,444212,756185,915185,TPEx
2026-06-18,00967B,元大優息美債,otc,1000,19000,-18000,0,0,0,1170731,1409931,-239200,-257200,TPEx
2026-06-18,00968B,元大優息投等債,otc,347000,0,347000,0,0,0,2264575,730000,1534575,1881575,TPEx
2026-06-18,00969B,元大零息超長美債,otc,16000,15000,1000,0,0,0,1575583,32000,1543583,1544583,TPEx
2026-06-18,00970B,新光BBB投等債20+,otc,124000,0,124000,0,0,0,1602029,905371,696658,820658,TPEx
2026-06-18,009806,台新標普500,otc,0,0,0,0,0,0,108115,103005,5110,5110,TPEx
2026-06-18,009807,台新標普科技精選,otc,0,0,0,0,0,0,4000,2150,1850,1850,TPEx
2026-06-18,00980B,台新特選IG債10+,otc,0,0,0,0,0,0,227323,130017,97306,97306,TPEx
2026-06-18,00980D,主動聯博投等入息,otc,0,0,0,0,0,0,416000,461655,-45655,-45655,TPEx
2026-06-18,00980T,平衡凱基美國TOP,otc,1000,0,1000,0,0,0,198000,16365,181635,182635,TPEx
2026-06-18,009814,富邦標普500,otc,800,18000,-17200,0,0,0,704000,1059484,-355484,-372684,TPEx
2026-06-18,009815,大華美國MAG7+,otc,16150,12250,3900,0,0,0,452000,556264,-104264,-100364,TPEx
2026-06-18,00981B,第一金優選非投債,otc,0,4281000,-4281000,0,0,0,200000,4822971,-4622971,-8903971,TPEx
2026-06-18,00981D,主動中信非投等債,otc,51000,530000,-479000,0,0,0,2395000,855001,1539999,1060999,TPEx
2026-06-18,009822,華南永昌未來金融,otc,0,0,0,0,0,0,2225000,149000,2076000,2076000,TPEx
2026-06-18,00982B,FT投資級債20+,otc,0,0,0,0,0,0,69000,1318,67682,67682,TPEx
2026-06-18,00983B,大華優利美公債20,otc,81000,5000,76000,0,0,0,518000,5728,512272,588272,TPEx
2026-06-18,00984B,大華優利美A債15,otc,911000,0,911000,0,0,0,2679387,210000,2469387,3380387,TPEx
2026-06-18,00985D,主動貝萊德優投等,otc,0,5000,-5000,0,0,0,158651,431026,-272375,-277375,TPEx
2026-06-18,00986B,FT金融債10+,otc,0,0,0,0,0,0,2000,33,1967,1967,TPEx
2026-06-18,00986D,主動復華金融債息,otc,930000,0,930000,0,0,0,321999,527158,-205159,724841,TPEx
