date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-06-01,00400A,主動國泰動能高息,listed,14.93,15.11,14.85,14.95,0.12,0.8092,59165872,886604300,8756,TWSE
2026-06-01,00401A,主動摩根台灣鑫收,listed,13.77,13.89,13.73,13.74,0.07,0.5121,5925398,81774248,1141,TWSE
2026-06-01,00403A,主動統一升級50,listed,10.74,10.94,10.73,10.82,0.12,1.1215,582755183,6327243035,91067,TWSE
2026-06-01,0050,元大台灣50,listed,105.25,106.7,104.5,105.5,0.1,0.0949,135817122,14329024058,156361,TWSE
2026-06-01,0051,元大中型100,listed,142.4,145.5,142.4,145.0,3.1,2.1846,158894,22959374,918,TWSE
2026-06-01,0052,富邦科技,listed,62.15,63.2,62.0,62.05,0.55,0.8943,34779344,2171771751,22117,TWSE
2026-06-01,0053,元大電子,listed,246.15,246.15,244.05,244.75,3.55,1.4718,37450,9185088,1748,TWSE
2026-06-01,0055,元大MSCI金融,listed,35.11,36.05,34.98,35.9,0.81,2.3083,501145,17764968,613,TWSE
2026-06-01,0056,元大高股息,listed,50.5,51.9,50.5,51.9,1.7,3.3865,58919831,3033987774,33203,TWSE
2026-06-01,0057,富邦摩台,listed,311.55,314.0,311.55,313.4,3.8,1.2274,19770,6187598,134,TWSE
2026-06-01,0061,元大寶滬深,listed,25.25,25.25,24.83,24.98,-0.22,-0.873,435149,10888049,234,TWSE
2026-06-01,006203,元大MSCI台灣,listed,190.8,192.4,190.8,192.05,2.0,1.0524,12435,2379304,170,TWSE
2026-06-01,006204,永豐臺灣加權,listed,228.2,228.45,228.0,228.3,3.85,1.7153,37377,8528500,127,TWSE
2026-06-01,006205,富邦上証,listed,40.89,40.92,40.4,40.63,-0.46,-1.1195,605620,24683010,247,TWSE
2026-06-01,006206,元大上證50,listed,36.66,36.66,36.2,36.35,-0.33,-0.8997,163990,5971769,151,TWSE
2026-06-01,006207,復華滬深,listed,33.67,33.67,33.38,33.5,-0.32,-0.9462,264802,8878889,71,TWSE
2026-06-01,006208,富邦台50,listed,241.5,247.0,241.5,243.9,2.65,1.0984,5023840,1226106712,13575,TWSE
2026-06-01,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
