date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-06-10,00400A,主動國泰動能高息,listed,14.45,14.65,13.96,13.97,-0.66,-4.5113,48668225,695187367,14219,TWSE
2026-06-10,00401A,主動摩根台灣鑫收,listed,13.7,13.73,13.21,13.21,-0.52,-3.7873,8383782,112898569,1569,TWSE
2026-06-10,00402A,主動安聯美國科技,listed,9.54,9.6,9.47,9.47,-0.54,-5.3946,159821306,1524495541,41723,TWSE
2026-06-10,00403A,主動統一升級50,listed,10.3,10.47,10.03,10.04,-0.37,-3.5543,558215786,5712790562,117767,TWSE
2026-06-10,00404A,主動聯博動能50,listed,9.9,9.94,9.58,9.59,-0.37,-3.7149,50810731,496717889,10403,TWSE
2026-06-10,00405A,主動富邦台灣龍耀,listed,9.44,9.52,9.22,9.22,-0.26,-2.7426,400762377,3746282243,89962,TWSE
2026-06-10,0050,元大台灣50,listed,102.6,102.95,100.2,100.25,-3.25,-3.1401,192916596,19540045300,423917,TWSE
2026-06-10,0051,元大中型100,listed,140.4,141.3,136.15,136.15,-5.7,-4.0183,183533,25507895,1014,TWSE
2026-06-10,0052,富邦科技,listed,59.5,59.9,58.25,58.25,-1.9,-3.1588,46858320,2764589525,48279,TWSE
2026-06-10,0053,元大電子,listed,237.7,237.7,227.3,227.3,-10.65,-4.4757,58669,13705914,3053,TWSE
2026-06-10,0055,元大MSCI金融,listed,39.97,40.09,39.46,39.55,-0.75,-1.861,1344737,53429043,930,TWSE
2026-06-10,0056,元大高股息,listed,50.5,51.05,49.59,49.62,-1.63,-3.1805,73135286,3678694375,70471,TWSE
2026-06-10,0057,富邦摩台,listed,303.6,304.1,293.7,293.7,-12.85,-4.1918,71435,21545568,2243,TWSE
2026-06-10,0061,元大寶滬深,listed,24.49,24.5,24.26,24.26,-0.07,-0.2877,335307,8159382,221,TWSE
2026-06-10,006203,元大MSCI台灣,listed,187.0,187.0,183.5,183.5,-4.65,-2.4714,12811,2367043,247,TWSE
2026-06-10,006204,永豐臺灣加權,listed,222.5,222.7,219.3,219.3,-4.35,-1.945,37122,8247778,136,TWSE
2026-06-10,006205,富邦上証,listed,39.72,40.06,39.72,39.79,0.19,0.4798,955129,38047238,204,TWSE
2026-06-10,006206,元大上證50,listed,35.68,36.07,35.56,35.99,0.43,1.2092,159769,5748876,178,TWSE
2026-06-10,006207,復華滬深,listed,32.88,32.88,32.63,32.63,-0.06,-0.1835,557669,18284968,84,TWSE
2026-06-10,006208,富邦台50,listed,237.1,237.8,232.0,232.05,-7.5,-3.1309,5619870,1319824590,29576,TWSE
