date,symbol,name,market,margin_buy,margin_sell,margin_balance,margin_change,short_sell,short_cover,short_balance,short_change,offsetting,source
2026-01-16,1101,台泥,listed,888,1692,38879,-812,19,3,411,16,1,TWSE
2026-01-16,1102,亞泥,listed,30,47,1447,-17,0,4,7,-4,0,TWSE
2026-01-16,1103,嘉泥,listed,8,1,3890,7,0,0,2,0,0,TWSE
2026-01-16,1104,環泥,listed,20,33,1479,-13,0,0,1,0,0,TWSE
2026-01-16,1108,幸福,listed,2,9,818,-7,0,0,1,0,0,TWSE
2026-01-16,1109,信大,listed,2,1,643,1,1,0,2,1,1,TWSE
2026-01-16,1110,東泥,listed,7,4,3021,3,0,0,1,0,0,TWSE
2026-01-16,1201,味全,listed,11,59,1212,-48,0,0,0,0,0,TWSE
2026-01-16,1203,味王,listed,0,0,11,0,0,0,0,0,0,TWSE
2026-01-16,1210,大成,listed,13,14,1262,-1,0,0,2,0,0,TWSE
2026-01-16,1213,大飲,listed,0,0,0,0,0,0,0,0,0,TWSE
2026-01-16,1215,卜蜂,listed,63,130,451,-67,2,0,23,2,1,TWSE
2026-01-16,1216,統一,listed,228,12,1409,215,5,3,15,1,0,TWSE
2026-01-16,1217,愛之味,listed,57,0,1309,55,0,0,0,0,0,TWSE
2026-01-16,1218,泰山,listed,34,3,1406,31,0,0,0,0,0,TWSE
2026-01-16,1219,福壽,listed,61,0,948,61,0,0,0,0,0,TWSE
2026-01-16,1220,台榮,listed,1,0,976,-5,0,0,0,0,0,TWSE
2026-01-16,1225,福懋油,listed,10,0,3934,10,0,0,0,0,0,TWSE
2026-01-16,1227,佳格,listed,14,1,1776,13,0,1,0,-1,0,TWSE
2026-01-16,1229,聯華,listed,21,11,2012,10,0,0,13,0,0,TWSE
2026-01-16,1231,聯華食,listed,3,3,423,0,0,1,3,-1,0,TWSE
2026-01-16,1232,大統益,listed,0,0,19,0,0,0,0,0,0,TWSE
2026-01-16,1233,天仁,listed,0,0,62,0,0,0,0,0,0,TWSE
2026-01-16,1234,黑松,listed,0,0,91,0,0,0,0,0,0,TWSE
2026-01-16,1235,興泰,listed,0,0,982,0,0,0,0,0,0,TWSE
2026-01-16,1236,宏亞,listed,1,0,140,1,0,0,0,0,0,TWSE
2026-01-16,1256,鮮活果汁-KY,listed,7,12,237,-5,0,0,0,0,0,TWSE
2026-01-16,1301,台塑,listed,1174,1717,19628,-544,66,62,1418,4,2,TWSE
2026-01-16,1303,南亞,listed,18783,15597,51062,3183,864,751,5672,113,402,TWSE
2026-01-16,1304,台聚,listed,299,165,5800,134,9,4,45,5,0,TWSE
2026-01-16,1305,華夏,listed,352,311,3938,39,0,8,529,-8,0,TWSE
2026-01-16,1307,三芳,listed,35,52,1324,-17,0,0,0,0,0,TWSE
2026-01-16,1308,亞聚,listed,306,254,3654,47,0,0,17,0,0,TWSE
2026-01-16,1309,台達化,listed,117,84,4636,33,0,9,11,-9,0,TWSE
2026-01-16,1310,台苯,listed,362,165,4341,197,0,2,8,-2,13,TWSE
2026-01-16,1312,國喬,listed,1398,1514,20692,-116,22,25,427,-3,5,TWSE
2026-01-16,1313,聯成,listed,196,454,9278,-259,1,46,109,-45,1,TWSE
2026-01-16,1314,中石化,listed,639,1119,47539,-590,4,43,142,-39,10,TWSE
2026-01-16,1315,達新,listed,0,1,79,-1,0,0,0,0,0,TWSE
2026-01-16,1316,上曜,listed,415,245,12580,90,0,120,221,-120,0,TWSE
2026-01-16,1319,東陽,listed,632,979,4713,-347,34,6,82,28,1,TWSE
2026-01-16,1321,大洋,listed,6,16,6730,-55,0,0,6,0,0,TWSE
2026-01-16,1323,永裕,listed,3,0,64,3,0,0,0,0,0,TWSE
2026-01-16,1324,地球,listed,2,0,1997,2,0,0,0,0,0,TWSE
2026-01-16,1325,恆大,listed,26,9,2339,17,0,1,145,-1,0,TWSE
2026-01-16,1326,台化,listed,1356,3210,19498,-1856,44,72,991,-30,49,TWSE
2026-01-16,1337,再生-KY,listed,79,57,21709,22,0,0,0,0,0,TWSE
2026-01-16,1338,廣華-KY,listed,9,12,2095,-3,0,0,0,0,2,TWSE
2026-01-16,1339,昭輝,listed,26,51,823,-25,0,0,0,0,0,TWSE
