date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-03-31,0050,元大台灣50,listed,73.35,73.45,72.15,72.35,-1.55,-2.0974,257738774,18741416482,400630,TWSE
2026-03-31,0051,元大中型100,listed,107.2,107.7,104.65,104.85,-4.35,-3.9835,155303,16470773,1937,TWSE
2026-03-31,0052,富邦科技,listed,43.3,43.45,42.75,42.82,-0.84,-1.924,56822588,2446762188,52935,TWSE
2026-03-31,0053,元大電子,listed,162.75,163.2,160.2,160.2,-5.7,-3.4358,26671,4306293,218,TWSE
2026-03-31,0055,元大MSCI金融,listed,31.9,32.06,31.8,31.81,-0.17,-0.5316,56701,1810036,355,TWSE
2026-03-31,0056,元大高股息,listed,37.65,37.66,37.05,37.13,-0.72,-1.9022,149771888,5585905723,106675,TWSE
2026-03-31,0057,富邦摩台,listed,218.0,218.2,214.9,215.45,-5.4,-2.4451,96593,20943146,146,TWSE
2026-03-31,0061,元大寶滬深,listed,22.88,23.14,22.88,22.96,-0.01,-0.0435,176089,4049897,155,TWSE
2026-03-31,006203,元大MSCI台灣,listed,132.2,132.6,131.0,131.25,-2.5,-1.8692,17812,2352284,112,TWSE
2026-03-31,006204,永豐臺灣加權,listed,163.05,163.05,162.2,162.7,-4.3,-2.5749,25171,4088227,89,TWSE
2026-03-31,006205,富邦上証,listed,38.99,39.46,38.99,39.16,0.2,0.5133,255278,10021017,219,TWSE
2026-03-31,006206,元大上證50,listed,35.75,36.34,35.75,35.94,0.19,0.5315,47721,1720450,143,TWSE
2026-03-31,006207,復華滬深,listed,30.97,31.02,30.77,30.8,0.07,0.2278,138660,4269220,68,TWSE
2026-03-31,006208,富邦台50,listed,170.0,170.5,167.7,168.1,-3.25,-1.8967,9454830,1597500478,29911,TWSE
2026-03-31,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-03-31,00631L,元大台灣50正2,listed,19.67,19.88,19.1,19.26,-0.88,-4.3694,317428710,6177634875,115997,TWSE
2026-03-31,00632R,元大台灣50反1,listed,14.64,14.86,14.58,14.82,0.3,2.0661,174584121,2572654905,17591,TWSE
2026-03-31,00633L,富邦上証正2,listed,45.62,46.5,45.52,45.8,0.31,0.6815,2116891,97379116,500,TWSE
2026-03-31,00634R,富邦上証反1,listed,3.3,3.33,3.3,3.32,-0.01,-0.3003,242002,802804,22,TWSE
2026-03-31,00635U,期元大S&P黃金,listed,48.07,48.8,47.95,48.24,0.53,1.1109,8119771,392832018,6332,TWSE
2026-03-31,00636,國泰中國A50,listed,26.69,26.98,26.69,26.76,0.16,0.6015,672870,18021267,260,TWSE
2026-03-31,00636K,國泰中國A50+U,listed,8.38,8.38,8.38,8.38,-0.01,-0.1192,200,1676,2,TWSE
2026-03-31,00637L,元大滬深300正2,listed,18.86,19.28,18.86,19.01,0.17,0.9023,24381843,464530654,3336,TWSE
2026-03-31,00638R,元大滬深300反1,listed,7.15,7.16,7.1,7.16,0.0,0.0,659414,4705209,19,TWSE
2026-03-31,00639,富邦深100,listed,15.53,15.7,15.42,15.51,0.01,0.0645,590937,9181653,203,TWSE
2026-03-31,00640L,富邦日本正2,listed,82.45,84.65,81.5,82.3,-0.8,-0.9627,665690,55249003,298,TWSE
2026-03-31,00641R,富邦日本反1,listed,4.38,4.38,4.27,4.32,0.01,0.232,3344409,14437536,162,TWSE
2026-03-31,00642U,期元大S&P石油,listed,28.23,28.44,27.38,28.0,0.5,1.8182,49176012,1373574612,13040,TWSE
2026-03-31,00643,群益深証中小,listed,17.66,17.85,17.58,17.63,-0.02,-0.1133,1515894,26760819,182,TWSE
2026-03-31,00643K,群益深証中小+R,listed,,,,,0.0,,0,0,0,TWSE
2026-03-31,00645,富邦日本,listed,49.75,50.4,49.54,49.65,-0.35,-0.7,192996,9622857,360,TWSE
2026-03-31,00646,元大S&P500,listed,64.2,64.75,64.1,64.55,0.35,0.5452,2494134,161061571,3512,TWSE
2026-03-31,00647L,元大S&P500正2,listed,99.85,101.25,99.8,100.45,0.45,0.45,230012,23185172,222,TWSE
2026-03-31,00648R,元大S&P500反1,listed,4.69,4.73,4.67,4.71,0.0,0.0,1573800,7386290,132,TWSE
2026-03-31,00650L,復華香港正2,listed,16.23,16.51,16.0,16.08,-0.06,-0.3717,3838656,62240334,636,TWSE
2026-03-31,00651R,復華香港反1,listed,5.51,5.53,5.45,5.51,0.01,0.1818,432874,2374179,31,TWSE
2026-03-31,00652,富邦印度,listed,31.83,31.93,31.65,31.71,-0.16,-0.502,351265,11155603,312,TWSE
2026-03-31,00653L,富邦印度正2,listed,41.95,42.46,41.72,41.88,-0.37,-0.8757,227164,9554911,142,TWSE
2026-03-31,00654R,富邦印度反1,listed,7.29,7.32,7.25,7.32,0.05,0.6878,73200,533198,20,TWSE
