date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-03-27,0050,元大台灣50,listed,74.45,75.1,74.1,75.0,-0.8,-1.0554,115798710,8622872378,161501,TWSE
2026-03-27,0051,元大中型100,listed,109.45,110.8,108.7,110.8,0.5,0.4533,41556,4554218,354,TWSE
2026-03-27,0052,富邦科技,listed,44.02,44.55,44.0,44.5,-0.4,-0.8909,30933033,1366103507,26513,TWSE
2026-03-27,0053,元大電子,listed,166.7,168.0,166.35,168.0,-2.95,-1.7257,20019,3346657,196,TWSE
2026-03-27,0055,元大MSCI金融,listed,32.46,32.46,32.22,32.28,-0.18,-0.5545,58480,1888914,331,TWSE
2026-03-27,0056,元大高股息,listed,38.24,38.45,38.07,38.43,-0.13,-0.3371,51978534,1987385030,32130,TWSE
2026-03-27,0057,富邦摩台,listed,221.55,222.7,221.55,222.6,-3.9,-1.7219,24019,5332560,115,TWSE
2026-03-27,0061,元大寶滬深,listed,23.0,23.2,22.65,23.2,0.2,0.8696,335466,7676529,155,TWSE
2026-03-27,006203,元大MSCI台灣,listed,135.8,136.1,134.85,136.1,-2.85,-2.0511,7215,977938,116,TWSE
2026-03-27,006204,永豐臺灣加權,listed,167.0,168.2,167.0,168.2,-3.15,-1.8383,3110,520772,111,TWSE
2026-03-27,006205,富邦上証,listed,38.77,39.1,38.73,39.1,0.1,0.2564,741388,28818332,611,TWSE
2026-03-27,006206,元大上證50,listed,35.6,35.85,35.4,35.85,0.08,0.2237,102210,3637751,151,TWSE
2026-03-27,006207,復華滬深,listed,30.55,30.93,30.55,30.9,0.09,0.2921,217919,6721363,110,TWSE
2026-03-27,006208,富邦台50,listed,172.55,174.5,172.15,174.45,-1.7,-0.9651,2865758,496187505,12802,TWSE
2026-03-27,00625K,富邦上証+R,listed,8.39,8.4,8.39,8.4,0.0,0.0,4000,33580,4,TWSE
2026-03-27,00632R,元大台灣50反1,listed,14.41,14.47,14.23,14.24,0.05,0.3524,116490803,1673219343,11170,TWSE
2026-03-27,00633L,富邦上証正2,listed,44.89,45.99,44.7,45.84,0.49,1.0805,1757340,79694720,489,TWSE
2026-03-27,00634R,富邦上証反1,listed,3.37,3.37,3.31,3.32,-0.01,-0.3003,130050,432435,17,TWSE
2026-03-27,00635U,期元大S&P黃金,listed,46.41,47.04,46.27,47.01,-0.55,-1.1564,5540612,258798008,5750,TWSE
2026-03-27,00636,國泰中國A50,listed,26.3,26.7,26.3,26.67,0.12,0.452,410851,10863317,230,TWSE
2026-03-27,00636K,國泰中國A50+U,listed,8.37,8.37,8.37,8.37,-0.04,-0.4756,200,1674,2,TWSE
2026-03-27,00637L,元大滬深300正2,listed,18.66,19.02,18.53,18.95,0.19,1.0128,23439099,439255444,2824,TWSE
2026-03-27,00638R,元大滬深300反1,listed,7.21,7.22,7.11,7.12,-0.05,-0.6974,304000,2178060,17,TWSE
2026-03-27,00639,富邦深100,listed,15.5,15.71,15.37,15.65,0.03,0.1921,703832,10937071,270,TWSE
