date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-03-20,0050,元大台灣50,listed,76.2,76.4,75.5,75.9,-0.1,-0.1316,72638922,5517624557,101109,TWSE
2026-03-20,0051,元大中型100,listed,112.8,113.2,110.9,111.9,-1.4,-1.2357,116481,13077989,1155,TWSE
2026-03-20,0052,富邦科技,listed,45.65,45.74,45.1,45.26,-0.28,-0.6148,29899678,1356032270,24990,TWSE
2026-03-20,0053,元大電子,listed,170.4,172.05,169.15,171.7,0.0,0.0,31694,5422510,218,TWSE
2026-03-20,0055,元大MSCI金融,listed,32.21,32.4,32.15,32.36,0.15,0.4657,89324,2883899,408,TWSE
2026-03-20,0056,元大高股息,listed,38.88,38.98,38.56,38.77,-0.11,-0.2829,37631551,1460272826,25543,TWSE
2026-03-20,0057,富邦摩台,listed,225.7,226.65,225.25,225.3,0.6,0.267,12587,2840863,123,TWSE
2026-03-20,0061,元大寶滬深,listed,23.44,23.56,23.3,23.37,-0.07,-0.2986,411538,9653645,212,TWSE
2026-03-20,006203,元大MSCI台灣,listed,138.7,138.7,137.9,137.9,-0.95,-0.6842,6859,947932,99,TWSE
2026-03-20,006204,永豐臺灣加權,listed,171.0,171.8,171.0,171.05,-1.2,-0.6967,15129,2596494,110,TWSE
2026-03-20,006205,富邦上証,listed,39.89,40.02,39.7,39.81,-0.18,-0.4501,707995,28232379,223,TWSE
2026-03-20,006206,元大上證50,listed,36.7,36.77,36.52,36.66,-0.08,-0.2177,376023,13780305,152,TWSE
2026-03-20,006207,復華滬深,listed,31.56,31.63,31.48,31.52,0.15,0.4782,247011,7798624,79,TWSE
2026-03-20,006208,富邦台50,listed,176.7,177.4,175.65,176.2,-0.4,-0.2265,2316384,408954760,9544,TWSE
2026-03-20,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-03-20,00631L,元大台灣50正2,listed,476.75,478.4,464.7,469.35,-3.15,-0.6667,6111815,2876963750,17589,TWSE
2026-03-20,00632R,元大台灣50反1,listed,14.0,14.19,13.98,14.12,0.04,0.2841,73920862,1042427479,7737,TWSE
2026-03-20,00633L,富邦上証正2,listed,46.62,47.6,46.35,47.0,0.05,0.1065,2070990,97441704,559,TWSE
2026-03-20,00634R,富邦上証反1,listed,3.22,3.29,3.22,3.29,0.0,0.0,325900,1068453,13,TWSE
2026-03-20,00635U,期元大S&P黃金,listed,49.65,50.3,49.31,50.05,-1.4,-2.7211,20105047,998947942,17972,TWSE
2026-03-20,00636,國泰中國A50,listed,26.88,27.18,26.77,27.06,0.15,0.5574,1273783,34511109,286,TWSE
2026-03-20,00636K,國泰中國A50+U,listed,8.58,8.58,8.58,8.58,0.05,0.5862,200,1716,2,TWSE
2026-03-20,00637L,元大滬深300正2,listed,19.34,19.69,19.17,19.49,0.13,0.6715,37626198,732661591,4257,TWSE
2026-03-20,00638R,元大滬深300反1,listed,7.08,7.08,7.02,7.05,-0.03,-0.4237,222542,1566947,18,TWSE
2026-03-20,00639,富邦深100,listed,15.76,16.07,15.67,15.97,0.19,1.2041,2276984,36308556,394,TWSE
2026-03-20,00640L,富邦日本正2,listed,84.7,85.8,84.55,85.35,-0.5,-0.5824,462253,39472015,244,TWSE
2026-03-20,00641R,富邦日本反1,listed,4.29,4.29,4.25,4.28,0.0,0.0,2261600,9683290,95,TWSE
2026-03-20,00642U,期元大S&P石油,listed,25.55,25.55,25.09,25.49,-0.61,-2.3372,26040143,659106471,7206,TWSE
2026-03-20,00643,群益深証中小,listed,18.1,18.21,18.0,18.09,0.01,0.0553,1978260,35940789,147,TWSE
