date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-05-04,00400A,主動國泰動能高息,listed,13.2,13.57,13.18,13.57,0.65,5.031,75829963,1016764295,13960,TWSE
2026-05-04,00401A,主動摩根台灣鑫收,listed,12.3,12.48,12.24,12.48,0.45,3.7406,24539160,304021758,2046,TWSE
2026-05-04,0050,元大台灣50,listed,92.5,94.65,92.4,94.6,4.1,4.5304,125270935,11748311547,114510,TWSE
2026-05-04,0051,元大中型100,listed,128.2,129.05,128.2,128.75,2.0,1.5779,96067,12364404,1523,TWSE
2026-05-04,0052,富邦科技,listed,53.95,55.5,53.85,55.4,2.75,5.2232,51424584,2817380681,26645,TWSE
2026-05-04,0053,元大電子,listed,213.85,218.95,213.85,218.1,8.85,4.2294,36912,8016240,303,TWSE
2026-05-04,0055,元大MSCI金融,listed,33.25,33.55,33.11,33.14,-0.11,-0.3308,321568,10690601,551,TWSE
2026-05-04,0056,元大高股息,listed,41.51,41.94,41.51,41.92,1.02,2.4939,105581914,4415116767,41410,TWSE
2026-05-04,0057,富邦摩台,listed,277.9,281.2,277.9,281.2,10.7,3.9556,29378,8207887,160,TWSE
2026-05-04,0061,元大寶滬深,listed,24.41,24.7,24.41,24.62,0.22,0.9016,432180,10638592,279,TWSE
2026-05-04,006203,元大MSCI台灣,listed,169.0,172.75,169.0,172.7,7.75,4.6984,20089,3449075,136,TWSE
2026-05-04,006204,永豐臺灣加權,listed,196.5,202.3,196.5,202.2,5.7,2.9008,16019,3192681,147,TWSE
2026-05-04,006205,富邦上証,listed,40.79,41.26,40.79,41.13,0.34,0.8335,586205,24129040,302,TWSE
2026-05-04,006206,元大上證50,listed,37.24,37.77,37.24,37.72,0.5,1.3434,100899,3794517,183,TWSE
2026-05-04,006207,復華滬深,listed,32.85,33.2,32.85,33.2,0.35,1.0654,105942,3509742,168,TWSE
2026-05-04,006208,富邦台50,listed,214.25,219.2,214.0,219.2,9.45,4.5054,7117247,1547577040,14837,TWSE
2026-05-04,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-05-04,00631L,元大台灣50正2,listed,29.77,31.0,29.77,31.0,2.39,8.3537,250061623,7608314037,57795,TWSE
2026-05-04,00632R,元大台灣50反1,listed,11.7,11.73,11.46,11.46,-0.52,-4.3406,243448810,2816068794,27255,TWSE
