date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-05-15,00400A,主動國泰動能高息,listed,13.91,13.91,13.14,13.2,-0.59,-4.2785,102543785,1380566057,26640,TWSE
2026-05-15,00401A,主動摩根台灣鑫收,listed,12.84,12.91,12.36,12.38,-0.4,-3.1299,14775509,185349641,2607,TWSE
2026-05-15,00403A,主動統一升級50,listed,10.38,10.38,10.0,10.0,-0.24,-2.3438,1856314715,18747747711,473742,TWSE
2026-05-15,0050,元大台灣50,listed,97.65,98.25,95.2,95.4,-0.65,-0.6767,98132989,9472541597,144425,TWSE
2026-05-15,0051,元大中型100,listed,132.5,132.65,129.0,129.1,-3.35,-2.5293,139941,18275374,1057,TWSE
2026-05-15,0052,富邦科技,listed,57.8,58.1,55.85,55.95,-0.65,-1.1484,50888764,2896199057,25172,TWSE
2026-05-15,0053,元大電子,listed,224.95,227.0,221.3,221.3,-2.5,-1.1171,33809,7592505,236,TWSE
2026-05-15,0055,元大MSCI金融,listed,33.8,34.13,33.6,33.66,0.0,0.0,308761,10482101,440,TWSE
2026-05-15,0056,元大高股息,listed,45.38,45.68,44.37,44.45,-0.7,-1.5504,59832884,2694919682,47796,TWSE
2026-05-15,0057,富邦摩台,listed,290.75,290.75,286.45,286.45,-0.65,-0.2264,14042,4055201,181,TWSE
2026-05-15,0061,元大寶滬深,listed,25.32,25.32,24.89,25.0,-0.34,-1.3418,199777,5012208,235,TWSE
2026-05-15,006203,元大MSCI台灣,listed,177.85,177.95,173.05,173.1,-2.05,-1.1704,77036,13538554,164,TWSE
2026-05-15,006204,永豐臺灣加權,listed,206.5,206.5,205.15,205.15,-3.25,-1.5595,4286,883743,122,TWSE
2026-05-15,006205,富邦上証,listed,41.99,41.99,41.19,41.23,-0.79,-1.8801,872329,36200062,277,TWSE
2026-05-15,006206,元大上證50,listed,38.04,38.04,37.33,37.33,-0.71,-1.8665,78895,2956691,174,TWSE
2026-05-15,006207,復華滬深,listed,34.04,34.04,33.47,33.52,-0.52,-1.5276,122655,4114854,79,TWSE
