date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-05-19,00400A,主動國泰動能高息,listed,13.04,13.1,12.7,12.7,-0.35,-2.682,45976795,590833935,13755,TWSE
2026-05-19,00401A,主動摩根台灣鑫收,listed,12.35,12.45,12.14,12.15,-0.2,-1.6194,12454171,151930156,1371,TWSE
2026-05-19,00403A,主動統一升級50,listed,9.85,9.92,9.72,9.72,-0.12,-1.2195,984439002,9628425104,282739,TWSE
2026-05-19,0050,元大台灣50,listed,94.35,94.7,93.1,93.1,-1.8,-1.8967,135939820,12740872880,304750,TWSE
2026-05-19,0051,元大中型100,listed,130.2,130.3,127.45,127.75,-1.55,-1.1988,87842,11329472,616,TWSE
2026-05-19,0052,富邦科技,listed,55.4,55.75,54.75,54.8,-1.05,-1.88,32719343,1805274171,35807,TWSE
2026-05-19,0053,元大電子,listed,217.5,217.5,212.25,212.25,-5.95,-2.7269,17252,3714286,178,TWSE
2026-05-19,0055,元大MSCI金融,listed,33.65,34.3,33.64,33.91,0.42,1.2541,304237,10363979,579,TWSE
2026-05-19,0056,元大高股息,listed,44.5,45.1,44.0,44.01,-0.49,-1.1011,55685573,2473462047,35422,TWSE
2026-05-19,0057,富邦摩台,listed,281.1,281.5,276.95,276.95,-5.0,-1.7734,18476,5168142,146,TWSE
2026-05-19,0061,元大寶滬深,listed,24.8,24.8,24.6,24.65,-0.15,-0.6048,145887,3597619,182,TWSE
2026-05-19,006203,元大MSCI台灣,listed,171.15,172.0,168.7,168.7,-3.6,-2.0894,91261,15547195,140,TWSE
2026-05-19,006204,永豐臺灣加權,listed,203.25,203.25,200.45,201.0,-2.8,-1.3739,10745,2168818,118,TWSE
2026-05-19,006205,富邦上証,listed,40.8,41.0,40.74,40.92,0.02,0.0489,636888,25989306,255,TWSE
2026-05-19,006206,元大上證50,listed,36.9,36.9,36.73,36.77,-0.15,-0.4063,71892,2645743,121,TWSE
2026-05-19,006207,復華滬深,listed,33.13,33.13,32.8,32.99,-0.15,-0.4526,132102,4353960,111,TWSE
2026-05-19,006208,富邦台50,listed,218.9,219.15,215.6,215.65,-3.75,-1.7092,4228697,917668832,23044,TWSE
2026-05-19,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-05-19,00631L,元大台灣50正2,listed,30.58,30.83,29.91,29.93,-0.98,-3.1705,218924740,6618386637,101928,TWSE
2026-05-19,00632R,元大台灣50反1,listed,11.52,11.68,11.47,11.66,0.19,1.6565,124759373,1447061008,12371,TWSE
