date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-05-14,00400A,主動國泰動能高息,listed,14.15,14.2,13.78,13.79,-0.16,-1.147,51563286,718648071,15563,TWSE
2026-05-14,00401A,主動摩根台灣鑫收,listed,12.97,13.01,12.78,12.78,-0.03,-0.2342,7921606,102450078,1259,TWSE
2026-05-14,00403A,主動統一升級50,listed,10.33,10.38,10.21,10.24,0.06,0.5894,847276873,8716088289,173857,TWSE
2026-05-14,0050,元大台灣50,listed,96.9,97.2,95.75,96.05,0.55,0.5759,57229209,5510647058,70419,TWSE
2026-05-14,0051,元大中型100,listed,134.35,134.35,131.95,132.45,-1.3,-0.972,108542,14413535,604,TWSE
2026-05-14,0052,富邦科技,listed,57.0,57.15,56.2,56.6,0.45,0.8014,25099890,1419937529,12660,TWSE
2026-05-14,0053,元大電子,listed,224.7,224.7,222.9,223.8,2.4,1.084,9083,2027968,161,TWSE
2026-05-14,0055,元大MSCI金融,listed,33.9,34.05,33.63,33.66,-0.09,-0.2667,213125,7208187,384,TWSE
2026-05-14,0056,元大高股息,listed,45.51,45.65,45.15,45.15,0.0,0.0,35738811,1620104965,23745,TWSE
2026-05-14,0057,富邦摩台,listed,289.95,289.95,286.0,287.1,-6.2,-2.1139,5994,1721974,183,TWSE
2026-05-14,0061,元大寶滬深,listed,25.5,25.7,25.21,25.34,-0.08,-0.3147,236567,6037257,189,TWSE
2026-05-14,006203,元大MSCI台灣,listed,177.0,177.0,174.65,175.15,1.0,0.5742,59819,10506923,126,TWSE
2026-05-14,006204,永豐臺灣加權,listed,209.0,209.05,208.4,208.4,2.3,1.116,25152,5242184,111,TWSE
2026-05-14,006205,富邦上証,listed,42.44,42.75,41.78,42.02,-0.28,-0.6619,901902,38130939,292,TWSE
2026-05-14,006206,元大上證50,listed,38.3,38.5,37.84,38.04,-0.11,-0.2883,82347,3144641,112,TWSE
2026-05-14,006207,復華滬深,listed,34.47,34.52,33.69,34.04,-0.08,-0.2345,240615,8201122,128,TWSE
2026-05-14,006208,富邦台50,listed,224.05,225.2,221.65,222.5,1.3,0.5877,6133410,1366900596,7190,TWSE
2026-05-14,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
