date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-05-08,00400A,主動國泰動能高息,listed,13.8,13.95,13.5,13.7,-0.18,-1.2968,76515661,1052416924,19462,TWSE
2026-05-08,00401A,主動摩根台灣鑫收,listed,12.63,12.75,12.4,12.55,-0.18,-1.414,13639368,171492187,2604,TWSE
2026-05-08,0050,元大台灣50,listed,97.35,97.7,95.85,97.0,-0.7,-0.7165,131188123,12716275565,217822,TWSE
2026-05-08,0051,元大中型100,listed,133.4,133.65,130.45,131.65,0.0,0.0,114062,15075661,532,TWSE
2026-05-08,0052,富邦科技,listed,57.2,57.5,56.2,57.1,-0.45,-0.7819,33899557,1931235133,30647,TWSE
2026-05-08,0053,元大電子,listed,221.15,224.9,220.0,222.05,-3.45,-1.5299,49753,11038489,263,TWSE
2026-05-08,0055,元大MSCI金融,listed,34.22,34.45,33.98,34.39,0.17,0.4968,290682,9954311,454,TWSE
2026-05-08,0056,元大高股息,listed,44.7,45.2,44.29,44.85,0.13,0.2907,97813252,4385073972,38089,TWSE
2026-05-08,0057,富邦摩台,listed,290.35,290.4,287.9,288.35,-3.35,-1.1484,8464,2441629,119,TWSE
2026-05-08,0061,元大寶滬深,listed,24.86,24.97,24.69,24.82,-0.1,-0.4013,186776,4627028,196,TWSE
2026-05-08,006203,元大MSCI台灣,listed,178.3,178.3,176.35,177.15,-1.1,-0.6171,8711,1541682,129,TWSE
2026-05-08,006204,永豐臺灣加權,listed,208.5,208.5,205.9,207.25,-1.25,-0.5995,18894,3898853,124,TWSE
2026-05-08,006205,富邦上証,listed,41.43,41.48,41.07,41.23,-0.2,-0.4827,443012,18240531,204,TWSE
2026-05-08,006206,元大上證50,listed,37.84,37.85,37.46,37.56,-0.18,-0.4769,55117,2076089,143,TWSE
2026-05-08,006207,復華滬深,listed,33.38,33.4,33.18,33.29,-0.07,-0.2098,152941,5081546,116,TWSE
2026-05-08,006208,富邦台50,listed,225.35,226.2,222.2,224.3,-2.5,-1.1023,6091588,1368293504,18171,TWSE
2026-05-08,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-05-08,00631L,元大台灣50正2,listed,32.71,33.05,31.83,32.47,-0.59,-1.7846,240793509,7827827148,91553,TWSE
2026-05-08,00632R,元大台灣50反1,listed,11.16,11.3,11.1,11.19,0.1,0.9017,103092898,1154162464,10867,TWSE
2026-05-08,00633L,富邦上証正2,listed,52.4,52.65,51.55,52.1,-0.75,-1.4191,5061966,262523960,370,TWSE
2026-05-08,00634R,富邦上証反1,listed,3.06,3.08,3.06,3.07,0.02,0.6557,869598,2669332,26,TWSE
2026-05-08,00635U,期元大S&P黃金,listed,49.31,49.55,49.31,49.4,0.16,0.3249,4168129,206027440,3492,TWSE
2026-05-08,00636,國泰中國A50,listed,28.6,28.6,28.29,28.42,-0.17,-0.5946,146144,4153689,203,TWSE
2026-05-08,00636K,國泰中國A50+U,listed,9.11,9.11,9.11,9.11,0.02,0.22,200,1822,2,TWSE
2026-05-08,00637L,元大滬深300正2,listed,21.67,21.71,21.3,21.49,-0.25,-1.15,25237944,542148648,2400,TWSE
2026-05-08,00638R,元大滬深300反1,listed,6.55,6.61,6.55,6.59,0.08,1.2289,2356000,15544080,54,TWSE
2026-05-08,00639,富邦深100,listed,17.49,17.55,17.42,17.53,0.01,0.0571,786119,13757450,257,TWSE
2026-05-08,00640L,富邦日本正2,listed,95.65,96.25,94.7,96.25,-1.65,-1.6854,325825,31089368,280,TWSE
2026-05-08,00641R,富邦日本反1,listed,3.97,4.0,3.96,3.98,0.05,1.2723,1029097,4094444,70,TWSE
2026-05-08,00642U,期元大S&P石油,listed,29.1,29.17,28.8,28.91,0.0,0.0,6311042,182982592,1943,TWSE
2026-05-08,00643,群益深証中小,listed,20.09,20.27,20.07,20.21,0.01,0.0495,1749067,35195063,196,TWSE
2026-05-08,00643K,群益深証中小+R,listed,,,,,0.0,,0,0,0,TWSE
2026-05-08,00645,富邦日本,listed,53.85,53.9,53.45,53.9,-0.35,-0.6452,334197,17933811,337,TWSE
2026-05-08,00646,元大S&P500,listed,72.8,72.8,72.5,72.55,-0.45,-0.6164,8727645,633200216,4159,TWSE
2026-05-08,00647L,元大S&P500正2,listed,129.55,129.55,129.25,129.5,-0.25,-0.1927,30751,3977904,105,TWSE
2026-05-08,00648R,元大S&P500反1,listed,4.06,4.07,4.06,4.07,0.01,0.2463,492550,2000898,38,TWSE
2026-05-08,00650L,復華香港正2,listed,18.27,18.27,17.9,18.0,-0.32,-1.7467,3344243,60266959,692,TWSE
2026-05-08,00651R,復華香港反1,listed,5.1,5.12,5.09,5.11,0.06,1.1881,60799,310766,17,TWSE
2026-05-08,00652,富邦印度,listed,33.2,33.36,33.12,33.22,0.09,0.2717,329897,10971249,324,TWSE
2026-05-08,00653L,富邦印度正2,listed,47.36,47.55,47.05,47.26,-0.48,-1.0054,242677,11496083,158,TWSE
2026-05-08,00654R,富邦印度反1,listed,6.67,6.72,6.67,6.71,0.04,0.5997,156000,1046550,13,TWSE
2026-05-08,00655L,國泰中國A50正2,listed,36.59,36.65,35.94,36.29,-0.55,-1.4929,1216687,44150158,246,TWSE
2026-05-08,00656R,國泰中國A50反1,listed,5.79,5.83,5.79,5.81,0.05,0.8681,78000,453310,8,TWSE
2026-05-08,00657,國泰日經225,listed,73.9,74.05,73.35,73.95,-0.55,-0.7383,493234,36464248,119,TWSE
2026-05-08,00657K,國泰日經225+U,listed,23.57,23.57,23.57,23.57,0.01,0.0424,200,4714,2,TWSE
2026-05-08,00660,元大歐洲50,listed,43.29,43.29,42.83,43.11,-0.78,-1.7772,14839,639189,103,TWSE
2026-05-08,00661,元大日經225,listed,81.3,81.3,80.4,80.95,-0.65,-0.7966,134189,10845152,221,TWSE
2026-05-08,00662,富邦NASDAQ,listed,115.65,115.95,115.55,115.8,0.4,0.3466,3130306,362328250,3273,TWSE
2026-05-08,00663L,國泰臺灣加權正2,listed,93.9,94.9,91.4,93.15,-1.75,-1.844,9990695,930280602,4025,TWSE
2026-05-08,00664R,國泰臺灣加權反1,listed,1.81,1.83,1.79,1.81,0.02,1.1173,22905815,41468103,803,TWSE
2026-05-08,00665L,富邦恒生國企正2,listed,10.3,10.31,10.21,10.28,-0.1,-0.9634,8235741,84495945,864,TWSE
2026-05-08,00666R,富邦恒生國企反1,listed,8.81,8.81,8.79,8.79,0.07,0.8028,28100,247055,3,TWSE
2026-05-08,00668,國泰美國道瓊,listed,56.95,56.95,56.8,56.85,-0.25,-0.4378,367937,20920934,107,TWSE
2026-05-08,00668K,國泰美國道瓊+U,listed,18.11,18.11,18.11,18.11,-0.13,-0.7127,200,3622,2,TWSE
2026-05-08,00669R,國泰美國道瓊反1,listed,5.52,5.54,5.52,5.54,0.06,1.0949,421853,2334225,58,TWSE
2026-05-08,00670L,富邦NASDAQ正2,listed,197.35,198.0,196.95,197.85,1.3,0.6614,1102717,217670372,1016,TWSE
