date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-04-24,00400A,主動國泰動能高息,listed,12.61,12.74,12.43,12.74,0.43,3.4931,106659496,1347516120,16781,TWSE
2026-04-24,00401A,主動摩根台灣鑫收,listed,11.72,11.86,11.6,11.78,0.22,1.9031,11822160,138934611,1978,TWSE
2026-04-24,0050,元大台灣50,listed,87.6,89.95,87.55,89.95,3.6,4.1691,129885911,11539759376,99531,TWSE
2026-04-24,0051,元大中型100,listed,125.3,125.45,123.15,123.5,0.35,0.2842,113690,14093219,528,TWSE
2026-04-24,0052,富邦科技,listed,51.15,52.7,51.15,52.7,2.35,4.6673,71251696,3705601302,28315,TWSE
2026-04-24,0053,元大電子,listed,204.75,206.6,202.15,206.6,8.75,4.4225,34657,7105605,232,TWSE
2026-04-24,0055,元大MSCI金融,listed,33.26,33.26,33.04,33.15,0.01,0.0302,122574,4060085,396,TWSE
2026-04-24,0056,元大高股息,listed,40.74,41.04,40.64,40.95,0.3,0.738,67087826,2743260358,32835,TWSE
2026-04-24,0057,富邦摩台,listed,264.5,268.75,264.5,268.75,11.75,4.572,7509,2000425,118,TWSE
2026-04-24,0061,元大寶滬深,listed,24.3,24.3,24.14,24.14,-0.12,-0.4946,319085,7716540,129,TWSE
2026-04-24,006203,元大MSCI台灣,listed,160.5,163.8,160.5,163.8,5.9,3.7365,10490,1699412,128,TWSE
2026-04-24,006204,永豐臺灣加權,listed,193.2,193.4,193.2,193.4,4.25,2.2469,43987,8505388,116,TWSE
2026-04-24,006205,富邦上証,listed,40.26,40.32,39.94,40.02,-0.1,-0.2493,427638,17119609,191,TWSE
2026-04-24,006206,元大上證50,listed,36.62,36.75,36.45,36.62,0.11,0.3013,137616,5047003,157,TWSE
2026-04-24,006207,復華滬深,listed,32.34,32.45,32.34,32.39,-0.21,-0.6442,112048,3631347,119,TWSE
2026-04-24,006208,富邦台50,listed,203.0,208.95,202.9,208.95,8.85,4.4228,7788780,1604101534,12400,TWSE
2026-04-24,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-04-24,00631L,元大台灣50正2,listed,27.23,28.44,27.23,28.44,1.84,6.9173,278463100,7746205820,59258,TWSE
2026-04-24,00632R,元大台灣50反1,listed,12.3,12.31,12.02,12.02,-0.46,-3.6859,239041239,2906548717,29534,TWSE
2026-04-24,00633L,富邦上証正2,listed,51.9,52.05,50.85,51.3,-0.25,-0.485,2165165,111254235,388,TWSE
2026-04-24,00634R,富邦上証反1,listed,3.09,3.13,3.09,3.11,0.0,0.0,64100,199410,12,TWSE
2026-04-24,00635U,期元大S&P黃金,listed,49.38,49.46,48.89,49.05,-0.33,-0.6683,4683552,230110545,5158,TWSE
2026-04-24,00636,國泰中國A50,listed,28.24,28.31,28.02,28.09,-0.15,-0.5312,647625,18208335,250,TWSE
2026-04-24,00636K,國泰中國A50+U,listed,8.97,8.97,8.97,8.97,-0.02,-0.2225,200,1794,2,TWSE
2026-04-24,00637L,元大滬深300正2,listed,21.29,21.49,21.01,21.15,-0.12,-0.5642,25244724,534915812,2165,TWSE
