date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-04-02,006201,元大富櫃50,otc,48.13,48.48,47.75,47.75,0.65,1.38,173601,8350092,247,TPEx
2026-04-02,00679B,元大美債20年,otc,26.84,26.88,26.8,26.81,0.05,0.1868,22042105,591430236,4148,TPEx
2026-04-02,00687B,國泰20年美債,otc,28.15,28.19,28.12,28.15,0.05,0.1779,18357982,516909040,2658,TPEx
2026-04-02,00687C,國泰20年美債+櫃U,otc,9.42,9.42,9.42,9.42,0.04,0.4264,25000,235500,2,TPEx
2026-04-02,00694B,富邦美債1-3,otc,41.65,41.65,41.55,41.57,-0.13,-0.3118,78689,3271205,40,TPEx
2026-04-02,00695B,富邦美債7-10,otc,35.13,35.13,35.11,35.11,-0.06,-0.1706,136714,4801135,31,TPEx
2026-04-02,00696B,富邦美債20年,otc,29.21,29.28,29.21,29.22,0.05,0.1714,900109,26305666,186,TPEx
2026-04-02,00697B,元大美債7-10,otc,35.67,35.67,35.55,35.63,-0.04,-0.1121,557610,19872152,224,TPEx
2026-04-02,00719B,元大美債1-3,otc,30.97,30.97,30.9,30.92,-0.06,-0.1937,2668755,82495974,677,TPEx
2026-04-02,00720B,元大投資級公司債,otc,33.49,33.53,33.48,33.51,0.1,0.2993,10126233,339318071,1817,TPEx
2026-04-02,00722B,群益投資級電信債,otc,36.4,36.44,36.39,36.42,0.12,0.3306,3326053,121104323,271,TPEx
2026-04-02,00723B,群益投資級科技債,otc,31.17,31.2,31.14,31.17,0.06,0.1929,142009,4426620,10,TPEx
2026-04-02,00724B,群益投資級金融債,otc,33.94,34.08,33.94,34.03,0.07,0.2061,3710599,126272749,200,TPEx
2026-04-02,00725B,國泰投資級公司債,otc,35.52,35.62,35.52,35.59,0.11,0.31,4392213,156289256,863,TPEx
2026-04-02,00726B,國泰新興投等債,otc,32.91,32.94,32.91,32.94,0.06,0.1825,282988,9318307,111,TPEx
2026-04-02,00727B,國泰優選非投等債,otc,39.51,39.6,39.5,39.57,-0.05,-0.1262,112303,4443650,14,TPEx
2026-04-02,00734B,台新JPM新興債,otc,15.85,15.86,15.85,15.86,0.02,0.1263,35000,555020,7,TPEx
2026-04-02,00740B,富邦全球投等債,otc,38.96,39.08,38.96,39.06,0.1,0.2567,4107011,160376608,311,TPEx
2026-04-02,00741B,富邦全球非投等債,otc,36.9,37.34,36.9,37.28,-0.05,-0.1339,136027,5071750,38,TPEx
2026-04-02,00746B,富邦A級公司債,otc,35.73,35.83,35.73,35.81,0.06,0.1678,434113,15547634,81,TPEx
2026-04-02,00749B,凱基新興債10+,otc,31.9,31.98,31.9,31.98,0.14,0.4397,106008,3389654,7,TPEx
2026-04-02,00750B,凱基科技債10+,otc,33.46,33.46,33.46,33.46,0.06,0.1796,100008,3346267,3,TPEx
2026-04-02,00751B,元大AAA至A公司債,otc,32.14,32.2,32.14,32.17,0.1,0.3118,5860842,188522600,1311,TPEx
2026-04-02,00754B,群益AAA-AA公司債,otc,33.81,33.81,33.72,33.76,0.13,0.3866,105116,3548197,11,TPEx
2026-04-02,00755B,群益投資級公用債,otc,32.98,33.05,32.98,32.98,0.0,0.0,115896,3824978,125,TPEx
2026-04-02,00756B,群益投等新興公債,otc,31.73,31.75,31.72,31.75,0.14,0.4429,260461,8266377,144,TPEx
2026-04-02,00758B,復華能源債,otc,52.1,52.1,52.1,52.1,0.35,0.6763,100000,5210000,2,TPEx
2026-04-02,00759B,復華製藥債,otc,55.05,55.05,55.05,55.05,0.25,0.4562,100097,5510410,7,TPEx
2026-04-02,00760B,復華新興企業債,otc,53.85,54.05,53.85,53.95,0.2,0.3721,107052,5774817,20,TPEx
2026-04-02,00761B,國泰A級公司債,otc,34.71,34.77,34.71,34.74,0.08,0.2308,332579,11555264,109,TPEx
2026-04-02,00764B,群益25年美債,otc,28.05,28.15,28.05,28.1,0.05,0.1783,6425883,180553720,248,TPEx
2026-04-02,00768B,復華20年美債,otc,50.35,50.4,50.2,50.25,0.1,0.1994,829645,41672061,82,TPEx
2026-04-02,00772B,中信高評級公司債,otc,33.99,34.02,33.97,34.0,0.1,0.295,3084122,104847778,799,TPEx
2026-04-02,00773B,中信優先金融債,otc,36.1,36.2,36.08,36.16,0.1,0.2773,1309593,47323446,238,TPEx
2026-04-02,00777B,凱基AAA至A公司債,otc,32.99,32.99,32.99,32.99,0.06,0.1822,100213,3306009,11,TPEx
2026-04-02,00778B,凱基金融債20+,otc,34.9,34.9,34.88,34.88,0.09,0.2587,122007,4255833,8,TPEx
2026-04-02,00779B,凱基美債25+,otc,28.52,28.52,28.48,28.48,0.05,0.1759,304413,8669988,17,TPEx
2026-04-02,00780B,國泰A級金融債,otc,37.16,37.21,37.16,37.2,0.05,0.1346,197425,7344209,34,TPEx
2026-04-02,00781B,國泰A級科技債,otc,29.03,29.05,29.01,29.03,0.06,0.2071,269378,7820219,72,TPEx
2026-04-02,00782B,國泰A級公用債,otc,30.75,30.77,30.74,30.76,0.08,0.2608,210127,6462206,24,TPEx
2026-04-02,00785B,富邦金融投等債,otc,35.24,35.24,35.22,35.24,0.06,0.1706,57434,2023880,14,TPEx
2026-04-02,00786B,元大10年IG銀行債,otc,32.85,32.96,32.84,32.84,-0.01,-0.0304,25369,834175,15,TPEx
2026-04-02,00787B,元大10年IG醫療債,otc,33.05,33.09,33.05,33.07,0.08,0.2425,51008,1687024,18,TPEx
2026-04-02,00788B,元大10年IG電能債,otc,30.2,30.34,30.2,30.31,0.11,0.3642,26070,790116,25,TPEx
2026-04-02,00789B,復華公司債A3,otc,48.94,48.94,48.94,48.94,0.18,0.3692,102063,4994955,5,TPEx
2026-04-02,00791B,復華信用債1-5,otc,56.55,56.55,56.55,56.55,-0.2,-0.3524,100035,5656986,4,TPEx
2026-04-02,00792B,群益A級公司債,otc,32.28,32.31,32.27,32.28,0.06,0.1862,180066,5812821,15,TPEx
2026-04-02,00793B,群益AAA-A醫療債,otc,31.2,31.24,31.2,31.24,0.18,0.5795,111043,3468739,9,TPEx
2026-04-02,00795B,中信美國公債20年,otc,26.97,27.0,26.96,26.97,0.05,0.1857,6950533,187495833,766,TPEx
2026-04-02,00799B,國泰A級醫療債,otc,29.85,29.9,29.83,29.86,0.07,0.235,149753,4469871,32,TPEx
2026-04-02,00834B,第一金金融債10+,otc,34.42,34.42,34.42,34.42,0.0,0.0,100000,3442000,2,TPEx
2026-04-02,00836B,永豐10年A公司債,otc,29.32,29.32,29.32,29.32,0.08,0.2736,1581,46525,9,TPEx
2026-04-02,00840B,凱基IG精選15+,otc,30.38,30.38,30.38,30.38,0.1,0.3303,100000,3038000,2,TPEx
2026-04-02,00841B,凱基AAA-AA公司債,otc,29.2,29.2,29.2,29.2,0.0,0.0,100000,2920000,2,TPEx
2026-04-02,00842B,台新美元銀行債,otc,30.66,30.71,30.66,30.69,0.11,0.3597,119953,3680076,33,TPEx
2026-04-02,00844B,新光15年IG金融債,otc,31.88,31.9,31.86,31.9,0.05,0.157,130027,4146859,11,TPEx
2026-04-02,00845B,富邦新興投等債,otc,33.02,33.21,33.02,33.21,0.01,0.0301,103008,3420705,5,TPEx
2026-04-02,00846B,富邦歐洲銀行債,otc,35.88,35.88,35.87,35.88,0.03,0.0837,104087,3733622,14,TPEx
2026-04-02,00847B,中信美國市政債,otc,25.56,25.57,25.54,25.57,0.04,0.1567,213000,5446140,17,TPEx
2026-04-02,00848B,中信新興亞洲債,otc,34.31,34.31,34.31,34.31,0.13,0.3803,200760,6887313,11,TPEx
2026-04-02,00849B,中信EM主權債0-5,otc,37.22,37.27,37.22,37.22,-0.1,-0.268,207457,7721809,10,TPEx
2026-04-02,00853B,統一美債10年Aa-A,otc,28.1,28.2,28.1,28.16,0.08,0.2849,1159919,32666189,108,TPEx
2026-04-02,00856B,永豐1-3年美公債,otc,37.75,37.75,37.65,37.65,-0.1,-0.2649,8168,308163,20,TPEx
2026-04-02,00857B,永豐20年美公債,otc,23.42,23.47,23.41,23.41,0.03,0.1283,1447100,33902511,198,TPEx
2026-04-02,00858,永豐美國500大,otc,35.97,36.07,35.95,36.06,0.41,1.1501,474180,17077593,473,TPEx
2026-04-02,00859B,群益0-1年美債,otc,41.17,41.17,41.03,41.06,-0.11,-0.2672,3888534,159615160,367,TPEx
2026-04-02,00860B,群益1-5Y投資級債,otc,37.92,37.92,37.83,37.89,-0.1,-0.2632,106102,4018184,14,TPEx
2026-04-02,00862B,中信投資級公司債,otc,32.35,32.35,32.33,32.33,0.1,0.3103,212276,6867033,26,TPEx
2026-04-02,00863B,中信全球電信債,otc,32.54,32.64,32.54,32.62,0.08,0.2459,229283,7483558,18,TPEx
2026-04-02,00864B,中信美國公債0-1,otc,45.93,45.93,45.72,45.8,-0.13,-0.283,1521780,69670465,357,TPEx
2026-04-02,00867B,新光A-BBB電信債,otc,,,,,,,56,1761,1,TPEx
2026-04-02,00870B,元大15年EM主權債,otc,28.69,28.69,28.69,28.69,0.22,0.7727,1075,30832,3,TPEx
2026-04-02,00877,復華中國5G,otc,43.03,44.1,42.2,44.09,1.43,3.3521,3979626,172260500,1320,TPEx
2026-04-02,00884B,中信低碳新興債,otc,29.99,29.99,29.97,29.97,0.23,0.7734,204313,6123400,11,TPEx
2026-04-02,00886,永豐美國科技,otc,43.6,44.42,43.6,44.42,0.82,1.8807,12679,558598,36,TPEx
2026-04-02,00887,永豐中國科技50大,otc,17.1,17.5,16.95,17.46,0.42,2.4648,8675634,150276943,1766,TPEx
2026-04-02,00888,永豐台灣ESG,otc,35.49,35.53,35.03,35.27,1.06,3.0985,3612902,127654760,1645,TPEx
2026-04-02,00890B,凱基ESG BBB債15+,otc,32.79,32.79,32.75,32.75,0.07,0.2142,341001,11180622,12,TPEx
2026-04-02,00928,中信上櫃ESG 30,otc,37.65,38.43,37.65,38.09,1.26,3.4211,360845,13748494,439,TPEx
2026-04-02,00931B,統一美債20年,otc,13.56,13.59,13.55,13.55,0.02,0.1478,2392525,32457802,464,TPEx
2026-04-02,00933B,國泰10Y+金融債,otc,16.13,16.17,16.13,16.15,0.04,0.2483,8990850,145263809,1489,TPEx
2026-04-02,00937B,群益ESG投等債20+,otc,15.04,15.07,15.03,15.04,0.04,0.2667,56857668,855551528,5573,TPEx
2026-04-02,00942B,台新美A公司債20+,otc,14.42,14.46,14.42,14.44,,,2190829,31660840,214,TPEx
2026-04-02,00948B,中信優息投資級債,otc,9.6,9.61,9.59,9.59,0.03,0.3138,6663724,63960648,620,TPEx
2026-04-02,00950B,凱基A級公司債,otc,14.14,14.17,14.13,14.15,0.03,0.2125,7792460,110291242,420,TPEx
2026-04-02,00955,中信日本商社,otc,14.7,14.76,14.58,14.59,0.3,2.0994,5682751,83298294,2272,TPEx
2026-04-02,00957B,兆豐US優選投等債,otc,13.67,13.67,13.65,13.65,0.03,0.2203,1652524,22577572,222,TPEx
2026-04-02,00958B,永豐ESG銀行債15+,otc,9.35,9.38,9.35,9.37,0.03,0.3212,1110892,10404035,69,TPEx
2026-04-02,00959B,大華投等美債15Y+,otc,9.44,9.47,9.44,9.47,0.04,0.4242,1905834,18027986,202,TPEx
2026-04-02,00966B,統一ESG投等債15+,otc,14.08,14.12,14.08,14.11,0.04,0.2843,1359958,19185229,132,TPEx
2026-04-02,00967B,元大優息美債,otc,9.16,9.18,9.16,9.17,0.02,0.2186,462189,4236774,56,TPEx
2026-04-02,00968B,元大優息投等債,otc,9.35,9.39,9.35,9.38,0.03,0.3209,2240431,21007102,225,TPEx
2026-04-02,00969B,元大零息超長美債,otc,8.45,8.48,8.43,8.45,0.04,0.4756,2609277,22099187,102,TPEx
2026-04-02,00970B,新光BBB投等債20+,otc,9.48,9.51,9.46,9.48,,,2364725,22444053,226,TPEx
2026-04-02,009806,台新標普500,otc,13.16,13.19,13.15,13.19,0.15,1.1503,62115,817926,34,TPEx
