date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-04-02,0050,元大台灣50,listed,75.9,76.05,73.8,73.95,-1.5,-1.9881,113976137,8478357215,162558,TWSE
2026-04-02,0051,元大中型100,listed,109.05,110.7,108.05,108.05,-0.7,-0.6437,96469,10520225,1553,TWSE
2026-04-02,0052,富邦科技,listed,45.07,45.07,43.73,43.82,-0.91,-2.0344,33332017,1472525351,30971,TWSE
2026-04-02,0053,元大電子,listed,169.9,169.9,165.95,165.95,-2.2,-1.3084,9562,1602339,167,TWSE
2026-04-02,0055,元大MSCI金融,listed,32.63,32.85,32.5,32.52,-0.06,-0.1842,52030,1697548,287,TWSE
2026-04-02,0056,元大高股息,listed,38.52,38.52,37.7,37.82,-0.29,-0.761,142688419,5412696178,84427,TWSE
2026-04-02,0057,富邦摩台,listed,223.1,223.1,219.0,219.45,-5.9,-2.6181,116348,25553379,140,TWSE
2026-04-02,0061,元大寶滬深,listed,23.17,23.28,23.03,23.03,-0.14,-0.6042,62165,1435848,148,TWSE
2026-04-02,006203,元大MSCI台灣,listed,138.35,138.35,135.0,135.0,-2.05,-1.4958,7365,1001614,98,TWSE
2026-04-02,006204,永豐臺灣加權,listed,166.05,166.05,166.05,166.05,-2.4,-1.4248,1999,331795,104,TWSE
2026-04-02,006205,富邦上証,listed,39.62,39.62,39.18,39.24,-0.38,-0.9591,247288,9747619,197,TWSE
2026-04-02,006206,元大上證50,listed,36.89,36.89,36.25,36.25,-0.3,-0.8208,8572,312149,74,TWSE
2026-04-02,006207,復華滬深,listed,31.05,31.05,30.86,30.86,-0.24,-0.7717,114550,3544505,64,TWSE
2026-04-02,006208,富邦台50,listed,176.05,176.5,171.3,171.6,-3.7,-2.1107,3309582,572787115,12887,TWSE
2026-04-02,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-04-02,00631L,元大台灣50正2,listed,21.35,21.35,19.96,20.0,-1.0,-4.7619,289231883,5901927120,94394,TWSE
2026-04-02,00632R,元大台灣50反1,listed,14.06,14.49,14.04,14.49,0.35,2.4752,138133676,1978289969,15258,TWSE
2026-04-02,00633L,富邦上証正2,listed,46.62,46.64,45.76,45.86,-0.92,-1.9667,2327873,107770135,299,TWSE
2026-04-02,00634R,富邦上証反1,listed,3.27,3.32,3.27,3.32,0.05,1.5291,342000,1126160,13,TWSE
