date,time,symbol,name,market,title,category,summary,url,source
2026-06-03,07:00,8937,合騏*,,公告本公司股票面額由「新台幣10元」變更為「新台幣2.5元」,其他,,,MOPSOV:t05st01
2026-06-03,07:00,4953,緯致,,公告本公司名稱由「緯創軟體股份有限公司」 更名為「緯致科技股份有限公司」， 公告期間：115年6月2日至115年9月1日。,其他,,,MOPSOV:t05st01
2026-06-03,09:28,6533,晶心科,,本公司受邀參加大和證券舉辦Daiwa Tech Conference 2026 (Hong Kong),其他,,,MOPSOV:t05st01
2026-06-03,10:01,6920,恆勁科技,,澄清媒體報導,其他,,,MOPSOV:t05st01
2026-06-03,10:37,7419,達勝,,澄清媒體報導,其他,,,MOPSOV:t05st01
2026-06-03,10:41,6982,大井泵浦,,澄清媒體報導,其他,,,MOPSOV:t05st01
2026-06-03,11:17,3017,奇鋐,,澄清媒體報導,其他,,,MOPSOV:t05st01
2026-06-03,13:39,8227,巨有科技,,公告本公司董事長訂定除息基準日等相關事宜,其他,,,MOPSOV:t05st01
2026-06-03,13:40,5525,順天,,代重要子公司-建高工程(股)公司公告董監事改選 法人董事、監察人名單,其他,,,MOPSOV:t05st01
2026-06-03,13:49,5525,順天,,代重要子公司建高工程股份有限公司公告 董事會選任董事長,董事會,,,MOPSOV:t05st01
2026-06-03,13:49,2103,台橡,,公告本公司現金股利除息基準日及發放日,股利,,,MOPSOV:t05st01
2026-06-03,13:53,6805,富世達,,公告本公司第三屆薪資報酬委員會委員,其他,,,MOPSOV:t05st01
2026-06-03,13:59,6124,業強,,公告本公司法人董事代表人異動,其他,,,MOPSOV:t05st01
2026-06-03,14:00,3546,宇峻,,公告本公司115年股東常會重要決議事項,其他,,,MOPSOV:t05st01
2026-06-03,14:00,3546,宇峻,,公告本公司董事會授權董事長於盈餘轉增資發行新股案 申報生效後訂定除權息暨增資基準日及相關事宜,除權息,,,MOPSOV:t05st01
2026-06-03,14:01,8462,柏文,,公告本公司訂定除息基準日辦理發放現金股利相關事宜,股利,,,MOPSOV:t05st01
2026-06-03,14:06,4419,皇家美食,,更正本公司115年度第1季合併財務報告書及iXBRL,其他,,,MOPSOV:t05st01
2026-06-03,14:07,8462,柏文,,公告本公司調整股東配息率,其他,,,MOPSOV:t05st01
2026-06-03,14:07,2349,錸德,,更正本公司114年度個體財務報表附註七、11/P.65 及英文版個體財務報表附註七、(10)/P.72,其他,,,MOPSOV:t05st01
2026-06-03,14:09,3050,鈺德,,代重要子公司厚聚能源開發股份有限公司公告 訂定除息基準日相關事宜,其他,,,MOPSOV:t05st01
2026-06-03,14:16,6442,光聖,,本公司董事會通過以現金增資發行普通股參與 發行海外存託憑證,董事會,,,MOPSOV:t05st01
2026-06-03,14:17,6442,光聖,,公告本公司董事會決議委任薪資報酬委員會委員,董事會,,,MOPSOV:t05st01
2026-06-03,14:17,3546,宇峻,,公告本公司115年度股東會決議通過解除本公司董事 競業禁止之限制,其他,,,MOPSOV:t05st01
2026-06-03,14:17,6284,佳邦,,公告本公司董事會決議庫藏股轉讓員工認股基準日,董事會,,,MOPSOV:t05st01
2026-06-03,14:18,6442,光聖,,公告本公司董事會決議通過成立策略委員會及委任 第一屆策略委員會委員,董事會,,,MOPSOV:t05st01
2026-06-03,14:18,6867,坦德科技,,公告本公司訂定現金減資基準日 (本減資基準日僅作為向經濟部申請辦理減資變更登記之用),減資,,,MOPSOV:t05st01
2026-06-03,14:19,4406,新昕纖,,更正重新上傳115年股東會議事手冊,其他,,,MOPSOV:t05st01
