date,symbol,name,market,foreign_buy,foreign_sell,foreign_net_buy,investment_trust_buy,investment_trust_sell,investment_trust_net_buy,dealer_buy,dealer_sell,dealer_net_buy,institutional_net_buy,source
2026-05-28,6770,力積電,listed,269033455,148344699,120688756,15000,0,15000,15338429,4871874,10466555,131170311,TWSE
2026-05-28,2337,旺宏,listed,127234017,45599810,81634207,3000,150000,-147000,2511176,1846157,665019,82152226,TWSE
2026-05-28,2408,南亞科,listed,100590900,38423926,62166974,880330,71000,809330,2588638,2060149,528489,63504793,TWSE
2026-05-28,2356,英業達,listed,62979304,37100912,25878392,7749120,41000,7708120,3124159,1056307,2067852,35654364,TWSE
2026-05-28,00673R,期元大S&P原油反1,listed,0,160000,-160000,0,0,0,26829646,2023704,24805942,24645942,TWSE
2026-05-28,009820,元大納斯達克精選,listed,6394000,12000,6382000,0,0,0,18881000,3431493,15449507,21831507,TWSE
2026-05-28,00999A,主動野村臺灣高息,listed,12004050,8016000,3988050,0,0,0,23851334,6399824,17451510,21439560,TWSE
2026-05-28,00992A,主動群益科技創新,listed,34564584,29850100,4714484,0,0,0,35263536,20317035,14946501,19660985,TWSE
2026-05-28,00878,國泰永續高股息,listed,15366670,17568200,-2201530,0,0,0,35928089,14084925,21843164,19641634,TWSE
2026-05-28,2449,京元電子,listed,39837093,16979742,22857351,38074,5084000,-5045926,1312726,1635136,-322410,17489015,TWSE
2026-05-28,00680L,元大美債20正2,listed,0,406000,-406000,0,0,0,18124684,3345211,14779473,14373473,TWSE
2026-05-28,2353,宏碁,listed,34804689,22022120,12782569,41335,939000,-897665,2025226,518389,1506837,13391741,TWSE
2026-05-28,2618,長榮航,listed,33103567,48442005,-15338438,29054150,765226,28288924,558632,149772,408860,13359346,TWSE
2026-05-28,2610,華航,listed,46046988,33227832,12819156,0,132000,-132000,336734,82140,254594,12941750,TWSE
2026-05-28,2317,鴻海,listed,34476269,21610259,12866010,212253,82000,130253,862629,1035153,-172524,12823739,TWSE
2026-05-28,2329,華泰,listed,21900484,10273192,11627292,0,0,0,858726,526239,332487,11959779,TWSE
2026-05-28,00929,復華台灣科技優息,listed,18225405,34260000,-16034595,0,0,0,36538387,8741802,27796585,11761990,TWSE
2026-05-28,2324,仁寶,listed,84111656,64604512,19507144,102065,7828000,-7725935,979550,1533128,-553578,11227631,TWSE
2026-05-28,00940,元大台灣價值高息,listed,5907010,9549200,-3642190,0,0,0,18473823,3630027,14843796,11201606,TWSE
2026-05-28,6239,力成,listed,28203207,18644328,9558879,21609,1066000,-1044391,2474004,2352340,121664,8636152,TWSE
2026-05-28,054157,士電元大5C購01,listed,0,0,0,0,0,0,8931000,315000,8616000,8616000,TWSE
2026-05-28,2484,希華,listed,16454070,8280150,8173920,0,0,0,98359,43905,54454,8228374,TWSE
2026-05-28,2886,兆豐金,listed,21044208,22859949,-1815741,9141313,139000,9002313,321482,96000,225482,7412054,TWSE
2026-05-28,8150,南茂,listed,24007471,16979296,7028175,405000,0,405000,999413,1115544,-116131,7317044,TWSE
2026-05-28,00918,大華優利高填息30,listed,8482000,10976000,-2494000,0,0,0,21826615,12056070,9770545,7276545,TWSE
2026-05-28,1314,中石化,listed,11140000,4170000,6970000,0,0,0,54222,65000,-10778,6959222,TWSE
2026-05-28,6116,彩晶,listed,73395431,67149200,6246231,0,0,0,2869054,2523738,345316,6591547,TWSE
2026-05-28,00713,元大台灣高息低波,listed,2315742,6006000,-3690258,180000,0,180000,11063932,1200183,9863749,6353491,TWSE
2026-05-28,00891,中信關鍵半導體,listed,14214100,9332000,4882100,0,0,0,8258740,6969467,1289273,6171373,TWSE
2026-05-28,6005,群益證,listed,14959220,8746000,6213220,0,92000,-92000,0,0,0,6121220,TWSE
2026-05-28,009819,中信數據及電力,listed,6000,0,6000,0,0,0,6811000,837099,5973901,5979901,TWSE
2026-05-28,3149,正達,listed,14270947,8577000,5693947,0,0,0,41093,19068,22025,5715972,TWSE
2026-05-28,00900,富邦特選高股息30,listed,2073010,678000,1395010,0,0,0,6150722,1986307,4164415,5559425,TWSE
2026-05-28,3042,晶技,listed,7270071,2411110,4858961,0,0,0,410514,307845,102669,4961630,TWSE
