date,symbol,name,market,foreign_buy,foreign_sell,foreign_net_buy,investment_trust_buy,investment_trust_sell,investment_trust_net_buy,dealer_buy,dealer_sell,dealer_net_buy,institutional_net_buy,source
2026-05-11,006201,元大富櫃50,otc,16000,1001,14999,0,102000,-102000,225069,69937,155132,68131,TPEx
2026-05-11,00679B,元大美債20年,otc,8210000,653000,7557000,0,0,0,12913149,8974000,3939149,11496149,TPEx
2026-05-11,00687B,國泰20年美債,otc,10410207,259400,10150807,0,0,0,10534724,3380202,7154522,17305329,TPEx
2026-05-11,00687C,國泰20年美債+櫃U,otc,0,0,0,0,0,0,50000,50000,0,0,TPEx
2026-05-11,00694B,富邦美債1-3,otc,183000,1000,182000,0,0,0,192089,386934,-194845,-12845,TPEx
2026-05-11,00695B,富邦美債7-10,otc,0,1000,-1000,0,0,0,110000,132534,-22534,-23534,TPEx
2026-05-11,00696B,富邦美債20年,otc,813000,48000,765000,0,0,0,2693000,3001637,-308637,456363,TPEx
2026-05-11,00697B,元大美債7-10,otc,0,0,0,0,0,0,41000,169250,-128250,-128250,TPEx
2026-05-11,00719B,元大美債1-3,otc,64000,612000,-548000,0,0,0,215000,260551,-45551,-593551,TPEx
2026-05-11,00720B,元大投資級公司債,otc,11772060,185000,11587060,0,0,0,2530022,1074192,1455830,13042890,TPEx
2026-05-11,00722B,群益投資級電信債,otc,795000,7000,788000,0,0,0,2047016,2363273,-316257,471743,TPEx
2026-05-11,00723B,群益投資級科技債,otc,58000,0,58000,0,0,0,101177,162000,-60823,-2823,TPEx
2026-05-11,00724B,群益投資級金融債,otc,459000,8000,451000,0,0,0,3431820,3575873,-144053,306947,TPEx
2026-05-11,00725B,國泰投資級公司債,otc,3861150,43000,3818150,0,0,0,1267893,1624182,-356289,3461861,TPEx
2026-05-11,00726B,國泰新興投等債,otc,44000,0,44000,0,0,0,100271,101303,-1032,42968,TPEx
2026-05-11,00727B,國泰優選非投等債,otc,0,0,0,0,0,0,111873,119466,-7593,-7593,TPEx
2026-05-11,00734B,台新JPM新興債,otc,0,1000,-1000,0,0,0,452000,200000,252000,251000,TPEx
2026-05-11,00740B,富邦全球投等債,otc,2377000,0,2377000,0,0,0,722161,2463740,-1741579,635421,TPEx
2026-05-11,00741B,富邦全球非投等債,otc,0,0,0,0,0,0,100000,100358,-358,-358,TPEx
2026-05-11,00746B,富邦A級公司債,otc,1364000,1000,1363000,0,0,0,213000,1575000,-1362000,1000,TPEx
2026-05-11,00749B,凱基新興債10+,otc,2000,1000,1000,0,0,0,100000,100000,0,1000,TPEx
2026-05-11,00750B,凱基科技債10+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-05-11,00751B,元大AAA至A公司債,otc,5447000,118000,5329000,0,0,0,2111940,1614825,497115,5826115,TPEx
2026-05-11,00754B,群益AAA-AA公司債,otc,37000,0,37000,0,0,0,106000,126000,-20000,17000,TPEx
2026-05-11,00755B,群益投資級公用債,otc,140000,0,140000,0,137000,-137000,119058,129007,-9949,-6949,TPEx
2026-05-11,00756B,群益投等新興公債,otc,0,160000,-160000,0,0,0,100410,107098,-6688,-166688,TPEx
2026-05-11,00758B,復華能源債,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-05-11,00759B,復華製藥債,otc,0,0,0,0,0,0,104000,100097,3903,3903,TPEx
2026-05-11,00760B,復華新興企業債,otc,2000,1000,1000,0,0,0,100467,100000,467,1467,TPEx
2026-05-11,00761B,國泰A級公司債,otc,30000,1000,29000,0,0,0,121201,104054,17147,46147,TPEx
2026-05-11,00764B,群益25年美債,otc,924000,138000,786000,0,0,0,3267575,6826343,-3558768,-2772768,TPEx
2026-05-11,00768B,復華20年美債,otc,19000,100000,-81000,0,0,0,999,58114,-57115,-138115,TPEx
2026-05-11,00772B,中信高評級公司債,otc,2838000,39000,2799000,0,0,0,241000,1232320,-991320,1807680,TPEx
2026-05-11,00773B,中信優先金融債,otc,892000,6000,886000,0,0,0,161956,642370,-480414,405586,TPEx
2026-05-11,00777B,凱基AAA至A公司債,otc,1000,1000,0,0,0,0,100000,100000,0,0,TPEx
2026-05-11,00778B,凱基金融債20+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-05-11,00779B,凱基美債25+,otc,42000,0,42000,0,0,0,303000,300000,3000,45000,TPEx
2026-05-11,00780B,國泰A級金融債,otc,1000,0,1000,0,0,0,100001,100010,-9,991,TPEx
2026-05-11,00781B,國泰A級科技債,otc,0,0,0,0,0,0,101000,112186,-11186,-11186,TPEx
2026-05-11,00782B,國泰A級公用債,otc,0,0,0,0,0,0,118000,363008,-245008,-245008,TPEx
2026-05-11,00785B,富邦金融投等債,otc,10000,0,10000,0,0,0,51000,50116,884,10884,TPEx
2026-05-11,00786B,元大10年IG銀行債,otc,0,0,0,0,0,0,93000,34000,59000,59000,TPEx
2026-05-11,00787B,元大10年IG醫療債,otc,0,0,0,0,0,0,2000,269,1731,1731,TPEx
2026-05-11,00788B,元大10年IG電能債,otc,1000,0,1000,0,0,0,56000,39334,16666,17666,TPEx
2026-05-11,00789B,復華公司債A3,otc,21000,0,21000,0,0,0,101999,100999,1000,22000,TPEx
2026-05-11,00791B,復華信用債1-5,otc,0,0,0,0,0,0,100000,100010,-10,-10,TPEx
2026-05-11,00792B,群益A級公司債,otc,67000,0,67000,0,0,0,114000,106000,8000,75000,TPEx
2026-05-11,00793B,群益AAA-A醫療債,otc,0,0,0,0,0,0,183000,150000,33000,33000,TPEx
2026-05-11,00795B,中信美國公債20年,otc,3667000,101000,3566000,0,0,0,1334000,2966767,-1632767,1933233,TPEx
2026-05-11,00799B,國泰A級醫療債,otc,1000,0,1000,0,0,0,102000,115152,-13152,-12152,TPEx
2026-05-11,00834B,第一金金融債10+,otc,0,0,0,0,0,0,101000,100000,1000,1000,TPEx
2026-05-11,00836B,永豐10年A公司債,otc,12000,0,12000,0,0,0,0,10000,-10000,2000,TPEx
2026-05-11,00840B,凱基IG精選15+,otc,0,0,0,0,0,0,101000,100000,1000,1000,TPEx
2026-05-11,00841B,凱基AAA-AA公司債,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-05-11,00842B,台新美元銀行債,otc,20000,4000,16000,0,0,0,343000,440602,-97602,-81602,TPEx
2026-05-11,00844B,新光15年IG金融債,otc,0,3000,-3000,0,0,0,85000,80000,5000,2000,TPEx
2026-05-11,00845B,富邦新興投等債,otc,0,0,0,0,0,0,101000,102000,-1000,-1000,TPEx
2026-05-11,00846B,富邦歐洲銀行債,otc,0,2000,-2000,0,0,0,112000,101098,10902,8902,TPEx
2026-05-11,00847B,中信美國市政債,otc,0,0,0,0,0,0,300000,301000,-1000,-1000,TPEx
2026-05-11,00848B,中信新興亞洲債,otc,0,0,0,0,0,0,300000,300000,0,0,TPEx
2026-05-11,00849B,中信EM主權債0-5,otc,0,0,0,0,0,0,306215,302631,3584,3584,TPEx
2026-05-11,00853B,統一美債10年Aa-A,otc,149000,0,149000,0,0,0,1085967,1198440,-112473,36527,TPEx
2026-05-11,00856B,永豐1-3年美公債,otc,0,0,0,0,0,0,1000,1028,-28,-28,TPEx
2026-05-11,00857B,永豐20年美公債,otc,1522000,7000,1515000,0,0,0,1304000,1442506,-138506,1376494,TPEx
2026-05-11,00858,永豐美國500大,otc,78000,11000,67000,0,0,0,809512,221300,588212,655212,TPEx
2026-05-11,00859B,群益0-1年美債,otc,208500,76000,132500,0,0,0,2102000,2083784,18216,150716,TPEx
