date,time,symbol,name,market,title,category,summary,url,source
2026-08-14,06:59,6908,宏碁遊戲-創,,代子公司Winking Studios Limited公告董事會通過115年 上半年度自結財務報表,董事會,,,MOPSOV:t05st01
2026-08-14,07:00,1721,三晃,,公告本公司名稱由「三晃股份有限公司」更名為 「國慶科技股份有限公司」 ，公告期間：115年07月01日至115年9月30日。,其他,,,MOPSOV:t05st01
2026-08-14,07:00,3708,上緯投控,,公告本公司名稱由「上緯國際投資控股股份有限公司」更名為 「上緯國際控股股份有限公司」，公告期間：115年6月11日至 115年9月10日。,其他,,,MOPSOV:t05st01
2026-08-14,07:00,6696,仁新,,公告本公司股票面額由「新台幣10元」變更為「新台幣1元」， 公告期間：115年8月5日至115年11月4日。,其他,,,MOPSOV:t05st01
2026-08-14,07:00,4530,天意能創,,公告本公司名稱由「宏易創新國際股份有限公司」 更名為「天意能創股份有限公司」， 公告期間：115年7月09日至115年10月08日。,其他,,,MOPSOV:t05st01
2026-08-14,07:00,6949,沛爾生醫-創,,公告本公司股票面額由「新台幣10元」變更為「新台幣0.5元」， 公告期間：115年08月06日至115年11月05日。,其他,,,MOPSOV:t05st01
2026-08-14,07:00,8472,納維康,,公告本公司名稱由「夠麻吉股份有限公司」更名為 「納維康生技股份有限公司」，公告期間：115年6月29日 至115年9月28日,其他,,,MOPSOV:t05st01
2026-08-14,07:00,4747,強生製藥,,公告本公司股票面額由「新台幣10元」變更為「新台幣5元」 公告期間：115年7月22日至115年10月21日,其他,,,MOPSOV:t05st01
2026-08-14,07:00,4953,緯致,,公告本公司名稱由「緯創軟體股份有限公司」 更名為「緯致科技股份有限公司」， 公告期間：115年6月2日至115年9月1日。,其他,,,MOPSOV:t05st01
2026-08-14,07:00,5904,寶雅*,,公告本公司股票面額變更由「新台幣10元」變更為「新台幣1元」 公告期間：115年7月2日至115年10月1日,其他,,,MOPSOV:t05st01
2026-08-14,08:54,6139,亞翔,,更正本公司115年度第二季合併財報XBRL申報資訊- 會計師查核報告保留意見種類,財報,,,MOPSOV:t05st01
2026-08-14,09:08,1242,新東陽,,公告本公司稽核主管異動,其他,,,MOPSOV:t05st01
2026-08-14,09:31,6434,達輝光電,,公告本公司115年07月份自結報表之流動比率、速動比率、 負債比率、預估未來三個月現金收支情形及銀行可使用融資額 度情形,其他,,,MOPSOV:t05st01
2026-08-14,09:57,1339,昭輝,,本公司於115年8月14日接獲彰化縣政府境保護局裁處書，違反 空氣污染防制法第 24條第 2 項規定應處罰鍰。,其他,,,MOPSOV:t05st01
2026-08-14,10:08,8499,鼎炫-KY,,代子公司隆揚電子(昆山)股份有限公司公告處分存款理財產品,其他,,,MOPSOV:t05st01
2026-08-14,10:08,2701,萬企,,公告修正本公司114年度股東會年報部分內容,其他,,,MOPSOV:t05st01
2026-08-14,10:27,6205,詮欣,,澄清經濟日報115年08月14日報導,其他,,,MOPSOV:t05st01
2026-08-14,10:35,1339,昭輝,,本公司於115年8月14日接獲彰化縣政府境保護局裁處書，違反 空氣污染防制法第 24條第 2 項規定應處罰鍰。(補充說明),其他,,,MOPSOV:t05st01
2026-08-14,10:41,6278,台表科,,澄清媒體報導,其他,,,MOPSOV:t05st01
2026-08-14,10:44,5243,乙盛-KY,,公告本公司董事長訂定除息基準日公告(更正項目13至16),其他,,,MOPSOV:t05st01
2026-08-14,11:08,7930,威世波,,公告本公司董事會決議召開115年第一次股東臨時會相關事宜 (更正),董事會,,,MOPSOV:t05st01
2026-08-14,11:46,6111,光聚晶電,,本公司董事會通過115年第二季合併財務報表,董事會,,,MOPSOV:t05st01
2026-08-14,11:58,3029,零壹,,本公司澄清媒體報導,其他,,,MOPSOV:t05st01
2026-08-14,11:59,4117,普生,,公告本公司董事會通過115年度第二季合併財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,12:29,6709,昱厚生技,,公告本公司民國115年第二季財務報表業經提報董事會通過,董事會,,,MOPSOV:t05st01
2026-08-14,12:30,6709,昱厚生技,,公告本公司董事會通過研發主管異動,董事會,,,MOPSOV:t05st01
2026-08-14,12:44,2741,老四川,,公告本公司財務主管、會計主管異動,其他,,,MOPSOV:t05st01
2026-08-14,12:52,2741,老四川,,公告本公司董事會通過115年第二季個別財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,13:15,4729,熒茂,,"代子公司NEW POPULAR TECHNOLOGY CO., LTD.公告新增 背書保證金額達處理準則第二十五條第一項第四款標準",其他,,,MOPSOV:t05st01
2026-08-14,13:16,4552,力達-KY,,公告本公司115年第2季財務報告董事會召開日期,董事會,,,MOPSOV:t05st01
2026-08-14,13:18,6968,萬達寵物,,更正本公司115年第2季財務報告公告說明事項內容,其他,,,MOPSOV:t05st01
2026-08-14,13:23,8176,智捷,,公告本公司受邀參加永豐金證券舉辦之線上法人說明會,其他,,,MOPSOV:t05st01
2026-08-14,13:28,7844,揚堡,,公告本公司董事會通過114年度合併財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,13:30,2892,第一金,,公告本公司暨主要子公司115年7月份自結合併盈餘數,其他,,,MOPSOV:t05st01
2026-08-14,13:32,3512,皇龍,,公告本公司國內第二次有擔保轉換公司債收足債款,其他,,,MOPSOV:t05st01
2026-08-14,13:33,2412,中華電,,代子公司宏華國際(股)公司公告向中華電信(股)公司 取得使用權資產,其他,,,MOPSOV:t05st01
2026-08-14,13:33,2412,中華電,,代子公司光世代建設開發(股)公司公告向中華電信(股)公司 取得使用權資產,其他,,,MOPSOV:t05st01
2026-08-14,13:33,2038,海光,,公告修正本公司114年度股東會年報部分內容,其他,,,MOPSOV:t05st01
2026-08-14,13:34,1531,高林股,,代子公司新加坡喜路堡公司公告董事會通過 盈餘分配案,董事會,,,MOPSOV:t05st01
2026-08-14,13:35,2732,六角,,更正本公司115年度第二季合併財報IXBRL申報資訊- 報告類型細分：其他事項－採用其他會計師查核(核閱)報告 且欲區分責任(刪除),財報,,,MOPSOV:t05st01
2026-08-14,13:36,6577,勁豐,,公告本公司董事會通過115年第二季合併財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,13:36,7726,暄達,,更正本公司115年度第2季合併財報XBRL申報資訊- 會計師核閱報告保留意見種類,財報,,,MOPSOV:t05st01
2026-08-14,13:37,1419,新紡,,公告本公司董事會通過115年第2季合併財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,13:39,3042,晶技,,本公司115年7月自結損益公告,其他,,,MOPSOV:t05st01
2026-08-14,13:39,6146,耕興,,公告本公司訂定配息基準日,其他,,,MOPSOV:t05st01
2026-08-14,13:42,1531,高林股,,代重要子公司寧波高林公司公告股東會通過盈餘分配案,其他,,,MOPSOV:t05st01
2026-08-14,13:44,2751,王座,,公告本公司調整現金股利配息率,股利,,,MOPSOV:t05st01
2026-08-14,13:45,4534,慶騰,,公告本公司董事會通過115年第二季合併財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,13:47,6020,大展證,,公告本公司115年第二季財務報告預計提報董事會決議日期,董事會,,,MOPSOV:t05st01
2026-08-14,13:47,2515,中工,,代子公司喜滿客國際商務管理顧問股份有限公司 公告處分關係人使用權資產(提前終止租賃合約),其他,,,MOPSOV:t05st01
2026-08-14,13:49,8935,邦泰,,更補正本公司115年第2季合併財務報告公告及iXBRL財報申報,財報,,,MOPSOV:t05st01
2026-08-14,13:56,3227,原相,,本公司收回已發行之限制員工權利新股辦理註銷完成公告,其他,,,MOPSOV:t05st01
2026-08-14,13:56,9918,欣天然,,更正115年度第二季合併財報及iXBRL之稀釋每股盈餘。,財報,,,MOPSOV:t05st01
2026-08-14,13:58,6967,汎瑋材料,,公告本公司董事會通過115年第二季合併財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,13:59,3014,聯陽,,本公司限制員工權利新股辦理註銷完成公告,其他,,,MOPSOV:t05st01
2026-08-14,14:00,8067,志旭,,公告補正本公司114年度股東會年報部分內容,其他,,,MOPSOV:t05st01
2026-08-14,14:00,8021,尖點,,公告截至115年第二季合併之累計財務數據,其他,,,MOPSOV:t05st01
2026-08-14,14:01,3661,世芯-KY,,本公司董事會通過民國115年第二季合併財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,14:01,8021,尖點,,公告本公司新設永續長,其他,,,MOPSOV:t05st01
2026-08-14,14:02,8021,尖點,,本公司擬辦理115年現金增資發行新股,增資,,,MOPSOV:t05st01
2026-08-14,14:02,8021,尖點,,公告本公司董事會決議發行國內第三次無擔保轉換公司債,董事會,,,MOPSOV:t05st01
2026-08-14,14:02,3167,大量,,本公司受邀參加Nomura Asia Tech Tour,其他,,,MOPSOV:t05st01
2026-08-14,14:03,8021,尖點,,公告本公司配合會計師事務所內部輪調變更會計師,其他,,,MOPSOV:t05st01
2026-08-14,14:04,6829,千附精密,,公告本公司董事會通過115年第2季個別財務報表,董事會,,,MOPSOV:t05st01
2026-08-14,14:04,1712,興農,,本公司受邀參加國票綜合證券舉辦之法人說明會，說明115年第2季營運概況、財務及業務相關資訊。,其他,,,MOPSOV:t05st01
2026-08-14,14:05,6829,千附精密,,公告本公司公司治理主管異動事宜,其他,,,MOPSOV:t05st01
2026-08-14,14:06,6829,千附精密,,公告本公司發言人及代理發言人異動事宜,其他,,,MOPSOV:t05st01
2026-08-14,14:06,6805,富世達,,"本公司受邀參加Bank of America舉辦之""BofA 2026 Taiwan Tech Forum""",其他,,,MOPSOV:t05st01
2026-08-14,14:09,5314,世紀*,,公告本公司董事會通過115年度第二季合併財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,14:09,1435,中福,,公告本公司董事會通過115年第二季財務報告,董事會,,,MOPSOV:t05st01
2026-08-14,14:10,5314,世紀*,,本公司董事會決議庫藏股註銷減資基準日,董事會,,,MOPSOV:t05st01
2026-08-14,14:12,2020,美亞,,本公司自辦115年第3次線上法人說明會,其他,,,MOPSOV:t05st01
2026-08-14,14:16,6577,勁豐,,董事會決議召開115年第1次股東臨時會,董事會,,,MOPSOV:t05st01
2026-08-14,14:17,6876,朗齊生醫*,,公告本公司技術長異動,其他,,,MOPSOV:t05st01
2026-08-14,14:18,3661,世芯-KY,,公告本公司董事會決議配息基準日,董事會,,,MOPSOV:t05st01
2026-08-14,14:21,6742,澤米,,本公司依公開發行公司資金貸與及背書保證處理準則第二十二條 第一項第二款及第三款規定公告,其他,,,MOPSOV:t05st01
2026-08-14,14:23,6742,澤米,,本公司依公開發行公司資金貸與及背書保證處理準則第二十五條 第一項第三款規定公告,其他,,,MOPSOV:t05st01
2026-08-14,14:23,1717,長興,,本公司受邀參加台新證券舉辦之2026年第三季全球投資論壇,其他,,,MOPSOV:t05st01
2026-08-14,14:24,8091,翔名,,更正本公司115年度第二季合併財務報部分內容誤植，並未有 影響本公司損益金額之情事,其他,,,MOPSOV:t05st01
2026-08-14,14:24,2636,台驊控股,,本公司將舉辦法人說明會,其他,,,MOPSOV:t05st01
2026-08-14,14:26,4923,力士,,更正本公司115年第二季合併財務報告iXBRL申報資訊及財務 報告公告之每股淨值,其他,,,MOPSOV:t05st01
2026-08-14,14:29,2436,偉詮電,,公告本公司國內第一次無擔保轉換公司債 到期還本暨終止上櫃事宜,其他,,,MOPSOV:t05st01
2026-08-14,14:34,6669,緯穎,,代⼦公司Wiwynn International Corporation公告向非關係人取得供營業使用設備,其他,,,MOPSOV:t05st01
2026-08-14,14:35,6669,緯穎,,"代⼦公司Wiwynn Mexico, S.A. de C.V.公告向非關係人取得供營業使用設備",其他,,,MOPSOV:t05st01
2026-08-14,14:35,3218,大學光,,本公司受邀參加櫃買中心業績發表會,其他,,,MOPSOV:t05st01
