date,symbol,name,market,foreign_buy,foreign_sell,foreign_net_buy,investment_trust_buy,investment_trust_sell,investment_trust_net_buy,dealer_buy,dealer_sell,dealer_net_buy,institutional_net_buy,source
2025-11-17,006201,元大富櫃50,otc,0,1000,-1000,0,0,0,36258,5170,31088,30088,TPEx
2025-11-17,00679B,元大美債20年,otc,14714230,7080000,7634230,0,0,0,21287000,12550089,8736911,16371141,TPEx
2025-11-17,00687B,國泰20年美債,otc,20539150,7844000,12695150,0,0,0,22716000,19503898,3212102,15907252,TPEx
2025-11-17,00687C,國泰20年美債+櫃U,otc,0,0,0,0,0,0,0,100,-100,-100,TPEx
2025-11-17,00694B,富邦美債1-3,otc,14000,11000,3000,0,0,0,158000,147722,10278,13278,TPEx
2025-11-17,00695B,富邦美債7-10,otc,1000,10000,-9000,0,0,0,135874,104455,31419,22419,TPEx
2025-11-17,00696B,富邦美債20年,otc,259000,1203000,-944000,0,0,0,4674024,3535101,1138923,194923,TPEx
2025-11-17,00697B,元大美債7-10,otc,1000,4000,-3000,0,0,0,396006,106183,289823,286823,TPEx
2025-11-17,00719B,元大美債1-3,otc,455000,181000,274000,0,0,0,1681224,273572,1407652,1681652,TPEx
2025-11-17,00720B,元大投資級公司債,otc,2854000,3700000,-846000,0,0,0,6353196,2023908,4329288,3483288,TPEx
2025-11-17,00722B,群益投資級電信債,otc,185000,810000,-625000,0,0,0,5923300,5151250,772050,147050,TPEx
2025-11-17,00723B,群益投資級科技債,otc,0,4000,-4000,0,0,0,150010,151020,-1010,-5010,TPEx
2025-11-17,00724B,群益投資級金融債,otc,157000,2089000,-1932000,0,0,0,5470426,4963251,507175,-1424825,TPEx
2025-11-17,00725B,國泰投資級公司債,otc,2587000,2269000,318000,0,0,0,3861082,1865077,1996005,2314005,TPEx
2025-11-17,00726B,國泰新興投等債,otc,81000,4000,77000,0,0,0,232269,209575,22694,99694,TPEx
2025-11-17,00727B,國泰優選非投等債,otc,5000,0,5000,0,0,0,105246,104613,633,5633,TPEx
2025-11-17,00734B,台新JPM新興債,otc,9000,0,9000,0,0,0,163000,134000,29000,38000,TPEx
2025-11-17,00740B,富邦全球投等債,otc,52000,412000,-360000,0,0,0,2311000,2458404,-147404,-507404,TPEx
2025-11-17,00741B,富邦全球非投等債,otc,0,3000,-3000,0,0,0,210000,219412,-9412,-12412,TPEx
2025-11-17,00746B,富邦A級公司債,otc,0,197000,-197000,0,0,0,412000,226575,185425,-11575,TPEx
2025-11-17,00749B,凱基新興債10+,otc,0,0,0,0,0,0,100000,101000,-1000,-1000,TPEx
2025-11-17,00750B,凱基科技債10+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2025-11-17,00751B,元大AAA至A公司債,otc,6179050,4929000,1250050,0,0,0,3881517,2466924,1414593,2664643,TPEx
2025-11-17,00754B,群益AAA-AA公司債,otc,0,90000,-90000,0,0,0,101002,110002,-9000,-99000,TPEx
2025-11-17,00755B,群益投資級公用債,otc,3000,32000,-29000,0,0,0,136024,100021,36003,7003,TPEx
2025-11-17,00756B,群益投等新興公債,otc,9000,2000,7000,0,0,0,100053,100053,0,7000,TPEx
2025-11-17,00758B,復華能源債,otc,0,2000,-2000,0,0,0,100000,100149,-149,-2149,TPEx
2025-11-17,00759B,復華製藥債,otc,0,1000,-1000,0,0,0,100000,100051,-51,-1051,TPEx
2025-11-17,00760B,復華新興企業債,otc,33000,9000,24000,0,0,0,112249,128589,-16340,7660,TPEx
2025-11-17,00761B,國泰A級公司債,otc,0,116000,-116000,0,0,0,273000,249636,23364,-92636,TPEx
2025-11-17,00764B,群益25年美債,otc,99000,66000,33000,0,0,0,26110815,25211843,898972,931972,TPEx
2025-11-17,00768B,復華20年美債,otc,294000,988000,-694000,0,0,0,5256999,5708242,-451243,-1145243,TPEx
