date,symbol,name,market,foreign_buy,foreign_sell,foreign_net_buy,investment_trust_buy,investment_trust_sell,investment_trust_net_buy,dealer_buy,dealer_sell,dealer_net_buy,institutional_net_buy,source
2026-07-21,006201,元大富櫃50,otc,0,29000,-29000,40000,0,40000,86904,109350,-22446,-11446,TPEx
2026-07-21,00679B,元大美債20年,otc,4503000,16747980,-12244980,0,0,0,17005642,5379032,11626610,-618370,TPEx
2026-07-21,00687B,國泰20年美債,otc,163000,30390000,-30227000,0,0,0,34077699,3176799,30900900,673900,TPEx
2026-07-21,00687C,國泰20年美債+櫃U,otc,0,0,0,0,0,0,44900,44900,0,0,TPEx
2026-07-21,00694B,富邦美債1-3,otc,1000,15000,-14000,0,0,0,177238,195349,-18111,-32111,TPEx
2026-07-21,00695B,富邦美債7-10,otc,1000,48000,-47000,500000,0,500000,167002,640000,-472998,-19998,TPEx
2026-07-21,00696B,富邦美債20年,otc,272000,460000,-188000,0,0,0,4335001,4147663,187338,-662,TPEx
2026-07-21,00697B,元大美債7-10,otc,0,2000,-2000,0,0,0,209712,107966,101746,99746,TPEx
2026-07-21,00719B,元大美債1-3,otc,93000,1485000,-1392000,0,0,0,937025,1034322,-97297,-1489297,TPEx
2026-07-21,00720B,元大投資級公司債,otc,17103,10697000,-10679897,0,0,0,9120000,271526,8848474,-1831423,TPEx
2026-07-21,00722B,群益投資級電信債,otc,52000,369000,-317000,0,0,0,4866036,4651857,214179,-102821,TPEx
2026-07-21,00723B,群益投資級科技債,otc,0,9000,-9000,0,0,0,112000,116050,-4050,-13050,TPEx
2026-07-21,00724B,群益投資級金融債,otc,253000,177000,76000,0,0,0,3774000,3675819,98181,174181,TPEx
2026-07-21,00725B,國泰投資級公司債,otc,108000,6218000,-6110000,0,0,0,5131256,344095,4787161,-1322839,TPEx
2026-07-21,00726B,國泰新興投等債,otc,1000,2000,-1000,0,0,0,100590,108446,-7856,-8856,TPEx
2026-07-21,00727B,國泰優選非投等債,otc,1000,1000,0,0,0,0,112926,110085,2841,2841,TPEx
2026-07-21,00734B,台新JPM新興債,otc,5000,112000,-107000,0,0,0,543000,434000,109000,2000,TPEx
2026-07-21,00740B,富邦全球投等債,otc,19000,893000,-874000,300000,0,300000,2756198,2336970,419228,-154772,TPEx
2026-07-21,00741B,富邦全球非投等債,otc,10000,103000,-93000,150000,0,150000,100315,136180,-35865,21135,TPEx
2026-07-21,00746B,富邦A級公司債,otc,9000,472000,-463000,0,0,0,987051,527000,460051,-2949,TPEx
2026-07-21,00749B,凱基新興債10+,otc,0,0,0,0,0,0,100000,100000,0,0,TPEx
2026-07-21,00750B,凱基科技債10+,otc,0,28000,-28000,0,0,0,128000,100000,28000,0,TPEx
2026-07-21,00751B,元大AAA至A公司債,otc,141000,1589000,-1448000,0,0,0,1383000,589936,793064,-654936,TPEx
